alpha,n_states,average_coverage,average_coverage_delta_vs_alpha0,average_coverage_delta_ci_low,average_coverage_delta_ci_high,last_coverage,last_coverage_delta_vs_alpha0,last_coverage_delta_ci_low,last_coverage_delta_ci_high,last_min_true,last_min_true_delta_vs_alpha0,last_min_true_delta_ci_low,last_min_true_delta_ci_high,average_min_true,average_min_true_delta_vs_alpha0,average_min_true_delta_ci_low,average_min_true_delta_ci_high,mean_success,mean_success_delta_vs_alpha0,mean_success_delta_ci_low,mean_success_delta_ci_high,final_mean_true,final_mean_true_delta_vs_alpha0,final_mean_true_delta_ci_low,final_mean_true_delta_ci_high,final_mean_success,final_mean_success_delta_vs_alpha0,final_mean_success_delta_ci_low,final_mean_success_delta_ci_high
0.0,12,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,90.34232257790565,0.0,0.0,0.0,83.68565124776704,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,118.65652870651091,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
0.25,12,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,83.15740262733125,-7.1849199505744155,-16.173512035768177,0.07964920176997946,80.20965604862037,-3.475995199146668,-7.4666246965452086,-0.650076614673894,0.19999999999999998,0.03333333333333333,0.0,0.10000000000000002,110.22807667289455,-8.428452033616386,-18.645923688375508,-0.5825863674884343,0.16666666666666666,0.0,0.0,0.0
0.5,12,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,66.83050744439822,-23.511815133507444,-48.68902319822908,-3.5043645523124103,72.17354384568584,-11.512107402081199,-22.670829531234027,-2.432256664326283,0.21666666666666667,0.049999999999999996,0.0,0.15,93.86408067798118,-24.792448028529748,-44.39392789455264,-8.902649135864701,0.25,0.08333333333333333,0.0,0.25
0.75,12,0.26666666666666666,0.016666666666666666,0.0,0.05000000000000001,0.3333333333333333,0.08333333333333333,0.0,0.25,62.92067623141071,-27.421646346494953,-60.31226214799908,-0.9921459125777925,69.1156191962932,-14.570032051473852,-29.963791301225907,-1.847680946810485,0.21666666666666667,0.049999999999999996,0.0,0.15,73.46440430465482,-45.1921244018561,-80.41541776427529,-15.546889291510611,0.25,0.08333333333333333,0.0,0.25
1.0,12,0.26666666666666666,0.016666666666666666,0.0,0.05000000000000001,0.25,0.0,0.0,0.0,55.8870627002349,-34.45525987767078,-71.35873192460777,-5.536393585805151,64.56584069319692,-19.119810554570112,-38.72169633665685,-3.2540091404915006,0.21666666666666667,0.049999999999999996,0.0,0.15,66.6558209363568,-52.00070777015413,-94.30063643999956,-17.599893924933806,0.25,0.08333333333333333,0.0,0.25
