episode_id,dataset_index,dataset_episode,dataset_start,goal_offset,horizon,receding_horizon,warm_start,success,time_to_success,steps_executed,initial_distance,final_distance,best_distance,final_pos_l2,best_pos_l2,final_angle_abs,best_angle_abs,distance_auc,mean_step_distance,episode_return,mean_action_l2,mean_action_delta_l2
29,1582219,12591,156,25,5,2,true,0,nan,50,103.032745,226.89934,86.43168,141.6569,31.43321,0.0,0.0,9123.380661010742,182.46761322021484,-9123.380798339844,0.3670002695918083,0.4567315899291817
30,1627802,12961,26,25,5,2,true,0,nan,50,122.18609,81.71559,56.044273,45.148197,38.943665,0.17624545,0.17624545,5614.452526092529,112.28905052185058,-5614.452507019043,0.22449259398505092,0.30133155581294274
31,1635425,13029,33,25,5,2,true,0,nan,50,180.77676,93.23747,84.00178,75.97429,61.16194,0.40032125,0.40032125,8560.904609680176,171.21809219360352,-8560.904579162598,0.33527241326868534,0.42087207278426814
32,1673953,13303,73,25,5,2,true,0,nan,50,371.9239,128.62856,78.8252,110.68128,45.77456,0.26297998,0.25237894,12927.331970214844,258.54663940429685,-12927.33196258545,0.5731877192482352,0.835083607584238
33,1715193,13586,36,25,5,2,true,0,nan,50,74.49926,90.70547,61.582237,69.25799,35.329903,0.10798669,0.10798669,5456.413635253906,109.12827270507813,-5456.413654327393,0.2201160707511008,0.3183946717454463
34,1768148,14033,88,25,5,2,true,0,nan,50,291.4219,196.09729,101.73006,53.71125,31.406868,0.0005903244,0.0005903244,12260.486221313477,245.20972442626953,-12260.486358642578,0.29487606063485144,0.3595264792746427
35,1775707,14108,36,25,5,2,true,0,nan,50,219.38782,145.5555,53.96519,87.3032,49.89257,0.14536786,0.13629293,10642.734561920166,212.85469123840332,-10642.734432220459,0.4294591227173805,0.49685364687929345
36,1805134,14327,28,25,5,2,true,0,nan,50,129.9213,266.59436,86.566956,132.22203,37.171413,0.14988494,0.056619406,10427.802742004395,208.55605484008788,-10427.802764892578,0.40794120079837737,0.4482816497282106
37,1816074,14432,48,25,5,2,true,1,8.0,8,192.79257,148.99022,93.89721,18.95471,18.95471,0.108649254,0.10335851,1334.1621170043945,166.77026462554932,-1334.162124633789,0.223747992888093,0.22226870485714503
38,1823057,14474,99,25,5,2,true,1,25.0,25,243.27267,255.89311,84.201294,14.441848,14.441848,0.059964657,0.001108408,4050.513572692871,162.02054290771486,-4050.513626098633,0.2540220241993666,0.26182697527110577
39,1832757,14526,127,25,5,2,true,0,nan,50,201.75465,127.03553,45.658936,44.16515,20.278082,0.17228389,0.055825472,8650.481922149658,173.00963844299315,-8650.48190689087,0.353103225659579,0.4022796743986558
40,1920151,15277,43,25,5,2,true,1,23.0,23,106.75308,173.84352,57.94275,10.249129,10.249129,0.0023543835,0.0023543835,3289.46382522583,143.02016631416652,-3289.4638481140137,0.3277473350905854,0.37316019663756544
41,1933213,15435,20,25,5,2,true,0,nan,50,185.01952,118.17559,48.52959,49.594604,34.771477,0.049614668,0.049614668,7078.0073318481445,141.56014663696288,-7078.007289886475,0.2802260617911816,0.3728215139435262
42,1962501,15701,34,25,5,2,true,0,nan,50,245.11049,125.282684,106.23591,74.140465,74.140465,0.38397002,0.38397002,9928.866569519043,198.57733139038086,-9928.866455078125,0.3497085881233215,0.35666163870114453
43,2005034,16015,138,25,5,2,true,1,42.0,42,469.73764,281.14618,38.79088,16.272087,16.272087,0.0,0.0,8275.156700134277,197.02754047938757,-8275.156631469727,0.38123659541209537,0.46240536768625423
44,2005681,16019,73,25,5,2,true,1,9.0,9,285.90512,273.7002,207.50296,16.405287,16.405287,0.22287774,0.22287774,2457.4183197021484,273.0464799669054,-2457.4183959960938,0.2413121983408928,0.3177726175636053
45,2069995,16400,0,25,5,2,true,0,nan,50,182.25975,165.36548,72.45435,76.464874,46.9452,0.004714489,0.004714489,9548.540740966797,190.97081481933594,-9548.540618896484,0.3298588902503252,0.440853336179743
46,2083087,16532,36,25,5,2,true,1,45.0,45,182.71317,181.80098,84.66326,5.733594,5.733594,0.03598833,0.03598833,8831.786712646484,196.26192694769966,-8831.7866897583,0.3812347940272755,0.4253883720798926
47,2164265,17264,10,25,5,2,true,0,nan,50,305.70963,405.82913,91.8644,206.77791,24.391771,0.21607924,0.016561985,16983.444038391113,339.66888076782226,-16983.44409942627,0.6929571962356568,0.7173648855211784
48,2263298,17939,41,25,5,2,true,0,nan,50,242.18587,274.53574,65.84649,71.745224,20.195417,0.2506404,0.2506404,9227.743423461914,184.55486846923827,-9227.743347167969,0.33936826035380363,0.45484944585026527
49,2275347,18054,22,25,5,2,true,0,nan,50,233.26695,209.32301,72.71745,164.09094,49.9893,1.864589,0.6875746,8686.321823120117,173.72643646240235,-8686.321784973145,0.31730837854556737,0.3289634608948717
0,150187,1235,36,25,5,2,false,1,15.0,15,229.72131,104.23782,51.032017,10.003298,10.003298,0.25191522,0.25191522,2220.802257537842,148.05348383585613,-2220.8022956848145,0.29979846651355424,0.2496891330395426
1,159883,1316,129,25,5,2,false,0,nan,50,98.6348,90.43857,71.62723,58.97325,58.97325,0.0196774,0.0111198425,7150.1706619262695,143.00341323852538,-7150.170631408691,0.20364420276135206,0.208246720992789
2,201656,1639,40,25,5,2,false,0,nan,50,203.44919,68.99263,61.75892,56.255253,56.255253,0.392946,0.392946,6439.612846374512,128.79225692749023,-6439.6129150390625,0.16223477725870908,0.17333016400130427
3,209210,1694,59,25,5,2,false,0,nan,50,225.51054,159.62941,56.43993,112.51627,25.986101,0.02980876,0.02980876,8943.40832901001,178.86816658020018,-8943.408142089844,0.256876177713275,0.23989256404872453
4,216281,1761,19,25,5,2,false,0,nan,50,224.51173,134.37914,91.14583,95.7264,82.32585,0.28325725,0.28325725,7357.421234130859,147.1484246826172,-7357.421295166016,0.1667505001462996,0.20400162976311179
5,221571,1820,13,25,5,2,false,0,nan,50,311.6959,66.229675,51.43335,39.210136,39.210136,0.3341875,0.3341875,7386.003360748291,147.7200672149658,-7386.003326416016,0.2058332598954439,0.22205232137015887
6,305393,2635,114,25,5,2,false,0,nan,50,115.23367,111.70054,45.789894,58.880737,37.86456,0.0052890778,0.0020830631,5993.0805740356445,119.8616114807129,-5993.080589294434,0.20924463335424662,0.3013965660820202
7,388512,3184,115,25,5,2,false,0,nan,50,156.09914,136.36678,91.90566,91.36788,86.05752,0.009015799,0.009015799,6232.8080978393555,124.65616195678712,-6232.808212280273,0.16921045154333114,0.20618814305991542
8,429216,3517,2,25,5,2,false,0,nan,50,217.99022,80.57395,80.57395,65.691246,65.691246,0.15305519,0.15305519,9957.917510986328,199.15835021972657,-9957.917472839355,0.24451604135334493,0.24937221141798155
9,472611,3838,133,25,5,2,false,1,37.0,37,112.600464,81.249535,50.879173,16.201487,16.201487,0.095705986,0.0012426376,5318.802978515625,143.75143185177365,-5318.803035736084,0.271928508237407,0.29586657209114897
10,532318,4299,20,25,5,2,false,0,nan,50,214.71747,196.48302,101.78383,68.355705,68.355705,2.730675,1.9004252,9898.25545501709,197.9651091003418,-9898.255409240723,0.346144582182169,0.38382862291621916
11,645504,5123,126,25,5,2,false,0,nan,50,110.95881,171.03296,74.81434,110.78325,68.46174,1.62708,0.001582861,6792.582069396973,135.85164138793945,-6792.582015991211,0.22608101539313794,0.21310030775410788
12,829098,6651,49,25,5,2,false,1,12.0,12,141.55779,191.177,52.6545,19.07861,19.07861,0.004081011,0.001957655,1609.8839836120605,134.15699863433838,-1609.8840255737305,0.2978066951036453,0.26348795064470987
13,867812,6983,65,25,5,2,false,1,32.0,32,164.75528,198.51923,65.95975,18.397614,18.397614,0.19275832,0.19275832,4718.257232666016,147.445538520813,-4718.25724029541,0.1780284306150861,0.2077083070912669
14,941649,7572,117,25,5,2,false,0,nan,50,244.9248,113.05393,61.130253,51.824944,38.760365,0.23870158,0.23870158,6201.815349578857,124.03630699157715,-6201.815372467041,0.2599567276239395,0.33338988967696015
15,1015425,8235,10,25,5,2,false,0,nan,50,291.81088,191.79152,136.7608,168.30948,102.38607,0.008777142,0.008777142,11013.06118774414,220.26122375488282,-11013.061309814453,0.2506325901672244,0.2924542024408524
16,1028336,8313,130,25,5,2,false,1,37.0,37,257.71283,82.52973,42.81103,12.912817,12.912817,0.07791877,0.003863573,6904.515377044678,186.6085237039102,-6904.515377044678,0.2807443510438945,0.28738398518827224
17,1038328,8373,102,25,5,2,false,0,nan,50,268.93643,323.11774,173.6576,103.44706,103.44706,0.19735527,0.11780858,14806.205764770508,296.12411529541015,-14806.205642700195,0.41864782840013504,0.5117758840930705
18,1043460,8408,89,25,5,2,false,1,31.0,31,165.97649,242.87698,79.70773,13.034411,13.034411,0.025586605,0.0027770996,6272.627098083496,202.34280961559665,-6272.627098083496,0.352502501058963,0.39582546645154554
19,1054182,8486,37,25,5,2,false,0,nan,50,130.55582,204.93874,129.4558,131.04814,94.84754,0.055134296,0.055134296,8994.873596191406,179.89747192382814,-8994.873458862305,0.21313192047178744,0.2013807448615529
20,1054375,8488,20,25,5,2,false,0,nan,50,202.3323,179.78911,66.48182,72.73219,60.554333,0.10148406,0.10139322,7030.478759765625,140.6095751953125,-7030.478813171387,0.17370740462094544,0.20750607050271058
21,1175223,9591,26,25,5,2,false,0,nan,50,152.71135,208.7096,52.574944,186.27576,18.053484,0.6007557,0.6007557,7784.512889862061,155.6902577972412,-7784.512828826904,0.27966246247291565,0.30906548487896823
22,1206117,9864,51,25,5,2,false,0,nan,50,83.640465,84.07508,61.02942,58.113285,57.40748,0.055734873,0.0047175884,6304.553291320801,126.09106582641601,-6304.553352355957,0.20975324667990208,0.25060299525455554
23,1237215,10117,136,25,5,2,false,0,nan,50,55.33609,131.52588,49.272953,70.19118,45.085674,0.1354537,0.13513017,5259.6286544799805,105.1925730895996,-5259.628875732422,0.16947315104305744,0.2234664270464255
24,1279178,10378,28,25,5,2,false,0,nan,50,177.95279,75.48277,53.875153,51.85118,46.654263,0.36920667,0.35913873,5310.004974365234,106.20009948730468,-5310.005035400391,0.19124906398355962,0.25121830046481014
25,1299073,10489,33,25,5,2,false,0,nan,50,143.4154,64.627975,55.86071,53.298805,36.388924,0.07559466,0.07471228,5834.145847320557,116.68291694641113,-5834.145847320557,0.21292805708944798,0.258645343461207
26,1475335,11775,26,25,5,2,false,0,nan,50,268.7706,184.96306,70.74825,79.71051,58.37757,0.34594297,0.34594297,6739.690734863281,134.79381469726562,-6739.690757751465,0.2068068263679743,0.23932708727614005
27,1504936,12047,95,25,5,2,false,0,nan,50,138.76318,122.84861,70.959755,65.786285,53.392902,0.05592084,0.05592084,5926.31266784668,118.5262533569336,-5926.3128662109375,0.18587072886526584,0.22363566736481627
28,1529288,12221,47,25,5,2,false,0,nan,50,219.77599,240.05605,97.09581,108.799515,48.380238,0.07344127,0.07344127,13221.604751586914,264.4320950317383,-13221.604637145996,0.3347143279761076,0.41474033283944034
29,1582219,12591,156,25,5,2,false,0,nan,50,103.032745,157.85457,86.43168,129.20001,31.43321,0.0,0.0,8400.431533813477,168.00863067626952,-8400.431694030762,0.24951721161603926,0.25887349992990494
30,1627802,12961,26,25,5,2,false,1,17.0,17,122.18609,67.40521,38.488716,19.186174,19.186174,0.1258111,0.1258111,1599.7487564086914,94.10286802404067,-1599.7487564086914,0.20076255505794988,0.23923881398513913
31,1635425,13029,33,25,5,2,false,0,nan,50,180.77676,79.31016,79.31016,76.97315,76.97315,0.44510007,0.44510007,6798.43132019043,135.9686264038086,-6798.43115234375,0.1985735660791397,0.1987018506517824
32,1673953,13303,73,25,5,2,false,0,nan,50,371.9239,202.80246,68.020966,140.11247,53.24431,0.26297998,0.25237894,10129.682556152344,202.59365112304687,-10129.682556152344,0.36766791861504317,0.437260058090775
33,1715193,13586,36,25,5,2,false,0,nan,50,74.49926,76.75265,40.889786,51.178783,36.054485,0.11372733,0.11372733,4263.000137329102,85.26000274658203,-4263.000183105469,0.1555176054686308,0.2256137613891339
34,1768148,14033,88,25,5,2,false,0,nan,50,291.4219,135.78844,135.78844,45.340263,45.340263,0.21231699,0.21231699,11825.312530517578,236.50625061035157,-11825.312515258789,0.1969323344528675,0.2078434893177176
35,1775707,14108,36,25,5,2,false,0,nan,50,219.38782,35.332657,35.332657,33.421707,20.363787,0.16138959,0.020832062,8582.81226348877,171.65624526977538,-8582.812313079834,0.2975714997202158,0.30162318890952333
36,1805134,14327,28,25,5,2,false,0,nan,50,129.9213,175.85643,87.94744,133.60258,76.3277,0.33124328,0.022001505,8424.417808532715,168.4883561706543,-8424.41781616211,0.19687667205929757,0.2486508195573578
37,1816074,14432,48,25,5,2,false,1,8.0,8,192.79257,148.99022,93.89721,18.95471,18.95471,0.108649254,0.10335851,1334.1621170043945,166.77026462554932,-1334.162124633789,0.223747992888093,0.22226870485714503
38,1823057,14474,99,25,5,2,false,0,nan,50,243.27267,100.84378,59.59439,86.76263,57.99911,0.24982238,0.062074184,6534.570556640625,130.6914111328125,-6534.570640563965,0.18600254211574793,0.24632007294163413
39,1832757,14526,127,25,5,2,false,0,nan,50,201.75465,68.117546,32.60854,43.835186,25.688108,0.34321547,0.14087296,6185.941562652588,123.71883125305176,-6185.941566467285,0.2095128887705505,0.22626183174398481
40,1920151,15277,43,25,5,2,false,0,nan,50,106.75308,162.79008,47.660225,38.653454,29.997692,0.046193838,0.029841185,5462.216575622559,109.24433151245117,-5462.21662902832,0.1975623077340424,0.23647437172428687
41,1933213,15435,20,25,5,2,false,0,nan,50,185.01952,70.2942,70.2942,65.912735,50.251854,0.0523901,0.0523901,6554.272590637207,131.08545181274414,-6554.272514343262,0.20848861718550324,0.2794903815837995
42,1962501,15701,34,25,5,2,false,0,nan,50,245.11049,266.3187,99.653595,126.67836,97.962265,0.82260394,0.82260394,8660.732963562012,173.21465927124024,-8660.732894897461,0.2752440000325441,0.30321389489940237
43,2005034,16015,138,25,5,2,false,0,nan,50,469.73764,221.37778,44.102818,30.543552,30.543552,0.0,0.0,9444.606262207031,188.89212524414063,-9444.606174468994,0.31742709904909133,0.3785559697722902
44,2005681,16019,73,25,5,2,false,1,9.0,9,285.90512,273.7002,207.50296,16.405287,16.405287,0.22287774,0.22287774,2457.4183197021484,273.0464799669054,-2457.4183959960938,0.2413121983408928,0.3177726175636053
45,2069995,16400,0,25,5,2,false,0,nan,50,182.25975,147.60867,106.02568,104.358086,98.62109,0.004714489,0.004714489,9334.430503845215,186.6886100769043,-9334.430526733398,0.22731119856238366,0.27861106395721436
46,2083087,16532,36,25,5,2,false,0,nan,50,182.71317,92.18912,84.21572,74.95111,74.95111,0.1475277,0.1475277,8605.800048828125,172.1160009765625,-8605.800003051758,0.25535430923104285,0.30751828872123543
47,2164265,17264,10,25,5,2,false,1,40.0,40,305.70963,185.20894,60.21856,15.633089,15.633089,0.045406103,0.045406103,8857.031440734863,221.42578601837158,-8857.031482696533,0.33064820561558006,0.3246627203547038
48,2263298,17939,41,25,5,2,false,0,nan,50,242.18587,159.79912,101.48462,107.7974,97.83745,0.51158404,0.51158404,8876.272033691406,177.52544067382811,-8876.271949768066,0.17218633089214563,0.2315241026939178
49,2275347,18054,22,25,5,2,false,0,nan,50,233.26695,84.820114,54.392067,62.028824,44.169437,1.0471659,0.68775964,5406.544746398926,108.13089492797852,-5406.544647216797,0.1846874935925007,0.1842001216600136
0,150187,1235,36,25,5,3,true,0,nan,50,229.72131,172.84378,54.393272,87.2294,24.83523,0.31794858,0.2775638,6778.085403442383,135.56170806884765,-6778.085411071777,0.2892139059305191,0.27129170154126325
1,159883,1316,129,25,5,3,true,1,45.0,45,98.6348,41.20978,37.16685,19.776608,19.776608,0.0196774,0.0111198425,6499.529754638672,144.43399454752605,-6499.529762268066,0.26533289063307974,0.2663530817424709
2,201656,1639,40,25,5,3,true,0,nan,50,203.44919,136.69481,48.168476,44.24847,42.042458,0.16351843,0.16351843,6035.769535064697,120.71539070129394,-6035.769645690918,0.19517157938331364,0.2511206651676674
3,209210,1694,59,25,5,3,true,0,nan,50,225.51054,64.75398,60.3876,45.250385,26.137787,0.070091724,0.070091724,9073.290859222412,181.46581718444824,-9073.2907371521,0.3428437519073486,0.347141083786074
4,216281,1761,19,25,5,3,true,0,nan,50,224.51173,94.95737,45.628525,34.175987,25.229452,0.053861856,0.03157425,6316.767761230469,126.33535522460937,-6316.7677574157715,0.171666166074574,0.2041491573030243
5,221571,1820,13,25,5,3,true,0,nan,50,311.6959,161.073,51.165974,44.92344,38.475346,0.31994438,0.31994438,7903.7980880737305,158.07596176147462,-7903.798034667969,0.24948157273232938,0.3009298340398438
6,305393,2635,114,25,5,3,true,1,40.0,40,115.23367,185.998,54.744522,19.465986,19.465986,0.0052890778,0.0020830631,4964.617568969727,124.11543922424316,-4964.617588043213,0.2328505101148039,0.2811664473743011
7,388512,3184,115,25,5,3,true,0,nan,50,156.09914,80.45729,49.144966,78.708954,43.509407,0.009015799,0.009015799,5614.034580230713,112.28069160461426,-5614.034606933594,0.2091719487681985,0.20734738033949113
8,429216,3517,2,25,5,3,true,1,30.0,30,217.99022,89.61991,89.61991,16.438383,16.438383,0.07019663,0.07019663,6658.445442199707,221.94818140665691,-6658.445556640625,0.36749448380433025,0.3979303528522623
9,472611,3838,133,25,5,3,true,1,39.0,39,112.600464,47.72217,47.72217,18.442245,18.442245,0.0076475143,0.0058176517,6156.6402015686035,157.86256927098984,-6156.640148162842,0.2957898671619403,0.3751871553494742
10,532318,4299,20,25,5,3,true,0,nan,50,214.71747,334.0146,93.72898,82.62307,78.56735,2.7686598,1.9004252,11909.958190917969,238.19916381835938,-11909.958152770996,0.4653478705137968,0.6193394115080639
11,645504,5123,126,25,5,3,true,1,25.0,25,110.95881,110.94014,83.54461,18.792612,18.792612,0.17260218,0.0058271885,3862.419563293457,154.4967825317383,-3862.4195098876953,0.2773932632803917,0.28229189695169526
12,829098,6651,49,25,5,3,true,1,36.0,36,141.55779,374.78918,46.770382,19.85206,19.85206,0.004081011,0.001957655,7019.651504516602,194.9903195699056,-7019.651473999023,0.4150331643306547,0.4826452815106937
13,867812,6983,65,25,5,3,true,1,21.0,21,164.75528,195.38919,106.836754,12.731703,12.731703,0.19639182,0.19639182,3673.7253036499023,174.93930017380487,-3673.7253646850586,0.2085575448083026,0.19533557314425706
14,941649,7572,117,25,5,3,true,0,nan,50,244.9248,521.13025,66.42044,108.82545,38.907322,0.64231277,0.2165463,8995.74234008789,179.91484680175782,-8995.742324829102,0.42851782515645026,0.5606125807579683
15,1015425,8235,10,25,5,3,true,0,nan,50,291.81088,185.31628,72.13118,105.62988,25.491903,0.026729822,0.008777142,9800.387603759766,196.0077520751953,-9800.387619018555,0.34822383273392915,0.3681578244253689
16,1028336,8313,130,25,5,3,true,1,28.0,28,257.71283,41.03664,41.03664,19.958063,19.958063,0.14107156,0.0031969547,5644.897487640381,201.60348170144218,-5644.8975257873535,0.2765000984737916,0.23482882369447639
17,1038328,8373,102,25,5,3,true,0,nan,50,268.93643,282.9861,105.383865,128.16814,58.160187,0.044975758,0.0170753,14438.111312866211,288.76222625732424,-14438.111236572266,0.49528600394725797,0.6328649390108732
18,1043460,8408,89,25,5,3,true,1,24.0,24,165.97649,206.31757,127.11043,19.892233,19.892233,0.025586605,0.0027770996,5729.639465332031,238.73497772216797,-5729.639511108398,0.42986132949590683,0.5552539096578307
19,1054182,8486,37,25,5,3,true,1,25.0,25,130.55582,102.64389,89.51415,9.086426,9.086426,0.1682055,0.055134296,4909.598983764648,196.38395935058594,-4909.598976135254,0.3747878074645996,0.30703146072725457
20,1054375,8488,20,25,5,3,true,0,nan,50,202.3323,286.80103,75.13737,71.15499,31.651188,0.09553385,0.09553385,8402.772720336914,168.05545440673828,-8402.772651672363,0.2980575905367732,0.3744902141316205
21,1175223,9591,26,25,5,3,true,0,nan,50,152.71135,169.01526,57.992348,98.171425,21.753002,0.6007557,0.6007557,7307.180740356445,146.1436148071289,-7307.18070602417,0.3060149539634585,0.423656235772128
22,1206117,9864,51,25,5,3,true,1,34.0,34,83.640465,120.157036,56.46842,17.222893,17.222893,0.22897863,0.010169268,5714.856876373291,168.08402577568503,-5714.856876373291,0.3394066705642378,0.29461007926500205
23,1237215,10117,136,25,5,3,true,0,nan,50,55.33609,102.52139,45.96099,60.3906,31.611448,0.27444434,0.077688694,6177.5935707092285,123.55187141418457,-6177.593585968018,0.25718848932534455,0.26566200969474657
24,1279178,10378,28,25,5,3,true,0,nan,50,177.95279,152.50336,33.374516,52.148422,21.262754,0.13192439,0.13192439,5037.090507507324,100.74181015014648,-5037.0905685424805,0.20100427765399217,0.2618727337340919
25,1299073,10489,33,25,5,3,true,1,30.0,30,143.4154,131.97256,39.746685,19.47017,19.47017,0.0121667385,0.0121667385,4292.437313079834,143.0812437693278,-4292.437358856201,0.27020664339264233,0.27217838938893946
26,1475335,11775,26,25,5,3,true,0,nan,50,268.7706,109.82872,52.32381,42.902245,30.62689,0.16378927,0.15717983,6579.226425170898,131.58452850341797,-6579.2263832092285,0.2429066746868193,0.3091741629248979
27,1504936,12047,95,25,5,3,true,1,25.0,25,138.76318,139.4639,61.8634,11.917226,11.917226,0.010626078,0.010626078,3063.538677215576,122.54154708862305,-3063.538688659668,0.22410001643002034,0.24252944129208723
28,1529288,12221,47,25,5,3,true,0,nan,50,219.77599,291.14276,53.123024,99.39198,48.380238,0.019920826,0.019920826,12822.852478027344,256.45704956054686,-12822.852432250977,0.44289122968912126,0.652700641097463
29,1582219,12591,156,25,5,3,true,0,nan,50,103.032745,237.33804,68.25239,131.04826,31.43321,0.0,0.0,7610.273414611816,152.20546829223633,-7610.2734451293945,0.3075781162083149,0.4147231124189435
30,1627802,12961,26,25,5,3,true,0,nan,50,122.18609,91.56398,42.114914,83.39746,25.200546,0.14396715,0.14396715,4667.484802246094,93.34969604492187,-4667.484897613525,0.1925253483094275,0.27166534500310613
31,1635425,13029,33,25,5,3,true,0,nan,50,180.77676,187.86339,62.660484,82.8165,60.26625,0.3357122,0.3357122,7819.2801513671875,156.38560302734376,-7819.280075073242,0.285129851475358,0.34411109185644556
32,1673953,13303,73,25,5,3,true,0,nan,50,371.9239,185.53218,78.8252,130.66634,48.126587,0.26297998,0.25237894,11946.56160736084,238.9312321472168,-11946.561569213867,0.5133717986941337,0.731848700542231
33,1715193,13586,36,25,5,3,true,1,24.0,24,74.49926,103.14612,56.243477,17.416824,17.416824,0.06578207,0.06578207,2333.607810974121,97.23365879058838,-2333.6077842712402,0.2028782395257925,0.23231454679499502
34,1768148,14033,88,25,5,3,true,1,50.0,50,291.4219,190.9192,104.96585,18.703663,18.703663,0.068469524,0.0043292046,11461.306640625,229.2261328125,-11461.306701660156,0.2349312411993742,0.26601918513069345
35,1775707,14108,36,25,5,3,true,0,nan,50,219.38782,138.58974,95.34975,109.3141,24.532185,0.11022115,0.018725634,9088.139213562012,181.76278427124024,-9088.139106750488,0.3476718883216381,0.3739177397623354
36,1805134,14327,28,25,5,3,true,0,nan,50,129.9213,210.32124,68.061584,77.84144,40.22139,0.04279065,0.022001505,8115.8461837768555,162.3169236755371,-8115.8461837768555,0.24231702663004398,0.27439529965726694
37,1816074,14432,48,25,5,3,true,1,8.0,8,192.79257,148.99022,93.89721,18.95471,18.95471,0.108649254,0.10335851,1334.1621170043945,166.77026462554932,-1334.162124633789,0.223747992888093,0.22226870485714503
38,1823057,14474,99,25,5,3,true,0,nan,50,243.27267,164.20422,44.15235,45.862316,33.066105,0.056180954,0.0037801266,6908.955215454102,138.17910430908202,-6908.9552574157715,0.23729440938681365,0.2401254715359941
39,1832757,14526,127,25,5,3,true,1,30.0,30,201.75465,50.445255,50.445255,19.738802,19.738802,0.21980762,0.14994788,5058.811824798584,168.62706082661947,-5058.811790466309,0.30338818033536274,0.3607328374838007
40,1920151,15277,43,25,5,3,true,1,25.0,25,106.75308,233.65099,57.94275,10.291505,10.291505,0.12141681,0.034359217,3775.724521636963,151.0289808654785,-3775.7245292663574,0.35153002947568895,0.4062951287875573
41,1933213,15435,20,25,5,3,true,1,46.0,46,185.01952,23.051779,23.051779,18.556211,18.556211,0.03052926,0.03052926,5894.799390792847,128.14781284332275,-5894.79923248291,0.2455639892217258,0.2992823887202475
42,1962501,15701,34,25,5,3,true,0,nan,50,245.11049,166.7657,102.58257,48.23946,48.23946,0.14270091,0.14270091,9773.276123046875,195.4655224609375,-9773.276069641113,0.3302437565475702,0.26384192256599054
43,2005034,16015,138,25,5,3,true,0,nan,50,469.73764,79.31346,44.74947,35.967518,23.162207,0.0,0.0,8888.76093673706,177.7752187347412,-8888.760967254639,0.32291244143620135,0.39257552596379297
44,2005681,16019,73,25,5,3,true,1,9.0,9,285.90512,273.7002,207.50296,16.405287,16.405287,0.22287774,0.22287774,2457.4183197021484,273.0464799669054,-2457.4183959960938,0.2413121983408928,0.3177726175636053
45,2069995,16400,0,25,5,3,true,0,nan,50,182.25975,82.74402,58.62959,60.737682,48.49634,0.004714489,0.004714489,8769.92979812622,175.3985959625244,-8769.929721832275,0.27842323688790205,0.34773116454254
46,2083087,16532,36,25,5,3,true,0,nan,50,182.71317,174.71951,69.5912,79.90872,62.990376,0.1475277,0.1475277,8002.542938232422,160.05085876464844,-8002.54288482666,0.26733442161232235,0.2941740054865273
47,2164265,17264,10,25,5,3,true,0,nan,50,305.70963,166.85854,66.37938,43.63392,23.005806,0.20760345,0.045406103,12135.422317504883,242.70844635009766,-12135.422317504883,0.43273047260940073,0.348555183152155
48,2263298,17939,41,25,5,3,true,0,nan,50,242.18587,88.46768,39.06448,43.440388,25.421314,0.17862749,0.17862749,7446.292274475098,148.92584548950197,-7446.292221069336,0.2408059525489807,0.33069511807086516
49,2275347,18054,22,25,5,3,true,0,nan,50,233.26695,262.25916,39.750587,83.33214,37.223286,1.0760832,0.6144872,6656.339694976807,133.12679389953612,-6656.339622497559,0.26672177847474815,0.29047683048613215
0,150187,1235,36,25,5,3,false,0,nan,50,229.72131,92.196365,37.881866,47.278748,31.055508,0.19960618,0.19960618,6478.785865783691,129.57571731567384,-6478.785850524902,0.27614442713558673,0.2822603307360289
1,159883,1316,129,25,5,3,false,0,nan,50,98.6348,69.40498,69.40498,49.008327,49.008327,0.0196774,0.0111198425,7210.637306213379,144.21274612426757,-7210.637321472168,0.21995565563440322,0.24039838037320546
2,201656,1639,40,25,5,3,false,0,nan,50,203.44919,90.91343,61.976887,65.01782,58.23895,0.3667214,0.3667214,5679.955684661865,113.5991136932373,-5679.955669403076,0.14099821984767913,0.16528823010015245
3,209210,1694,59,25,5,3,false,0,nan,50,225.51054,105.239456,49.0898,45.829002,25.866333,0.014609098,0.014609098,7585.963489532471,151.7192697906494,-7585.96337890625,0.2359701155126095,0.25373653489716197
4,216281,1761,19,25,5,3,false,0,nan,50,224.51173,109.901436,55.77034,67.16688,52.13592,0.14467955,0.14467955,6550.563659667969,131.0112731933594,-6550.56351852417,0.15310144368559123,0.1827364053425132
5,221571,1820,13,25,5,3,false,0,nan,50,311.6959,194.55318,44.470013,60.873592,33.072876,0.32044744,0.32044744,7593.418041229248,151.86836082458495,-7593.418060302734,0.20993581429123878,0.23772378562360394
6,305393,2635,114,25,5,3,false,0,nan,50,115.23367,71.78091,59.312553,37.95294,30.963715,0.0052890778,0.0020830631,6110.137317657471,122.20274635314941,-6110.137321472168,0.215391730023548,0.2807481177151203
7,388512,3184,115,25,5,3,false,0,nan,50,156.09914,95.53915,56.37014,78.16621,52.335346,0.009015799,0.009015799,5524.667095184326,110.49334190368653,-5524.6671142578125,0.1710060090571642,0.1960300255034651
8,429216,3517,2,25,5,3,false,1,46.0,46,217.99022,107.44809,49.339024,18.864779,18.864779,0.064027786,0.064027786,8329.732559204102,181.0811425913935,-8329.732719421387,0.26466734318629553,0.2878614038228989
