episode_id,dataset_index,dataset_episode,dataset_start,goal_offset,horizon,receding_horizon,warm_start,success,time_to_success,steps_executed,initial_distance,final_distance,best_distance,final_pos_l2,best_pos_l2,final_angle_abs,best_angle_abs,distance_auc,mean_step_distance,episode_return,mean_action_l2,mean_action_delta_l2
19,1054182,8486,37,25,5,1,true,1,24.0,24,130.55582,203.28804,62.546326,16.7128,16.7128,0.17125106,0.055134296,5345.825302124023,222.74272092183432,-5345.825366973877,0.4407826255386074,0.3628086787041115
20,1054375,8488,20,25,5,1,true,0,nan,50,202.3323,431.5666,95.27834,126.74401,47.843594,0.09413266,0.09413266,14878.758117675781,297.5751623535156,-14878.758056640625,0.6928144360333681,1.045262228165354
21,1175223,9591,26,25,5,1,true,0,nan,50,152.71135,493.11356,54.376442,94.46445,22.067396,0.56585455,0.5618663,12428.76016998291,248.5752033996582,-12428.760154724121,0.5806220760941505,0.5998700600193472
22,1206117,9864,51,25,5,1,true,0,nan,50,83.640465,105.871994,82.914925,82.15421,58.844753,0.045398712,0.004182577,10111.06103515625,202.221220703125,-10111.061004638672,0.4238936710357666,0.519723905212417
23,1237215,10117,136,25,5,1,true,0,nan,50,55.33609,159.30315,49.273212,69.55718,30.711954,0.033340216,0.033340216,8500.02534866333,170.0005069732666,-8500.025382995605,0.37406534537673,0.47973849981719136
24,1279178,10378,28,25,5,1,true,0,nan,50,177.95279,83.56655,43.476044,55.23463,41.558773,0.24072313,0.24072313,6896.980392456055,137.9396078491211,-6896.980506896973,0.2929740199446678,0.40162005214666835
25,1299073,10489,33,25,5,1,true,0,nan,50,143.4154,167.03842,89.911736,91.31217,48.632633,0.09948087,0.09948087,8561.048889160156,171.22097778320312,-8561.048950195312,0.3521846324205399,0.43995254593236105
26,1475335,11775,26,25,5,1,true,0,nan,50,268.7706,240.53607,50.985947,41.704796,34.51997,0.48579693,0.24291515,7485.877368927002,149.71754737854005,-7485.877475738525,0.30732505351305006,0.3613487962557345
27,1504936,12047,95,25,5,1,true,0,nan,50,138.76318,178.49762,89.80796,75.86048,50.832012,0.05800128,0.05800128,8257.015434265137,165.14030868530273,-8257.015365600586,0.3159775413945317,0.3785464914173496
28,1529288,12221,47,25,5,1,true,0,nan,50,219.77599,151.31018,84.64975,94.35253,47.86679,0.08287692,0.04791355,17260.088661193848,345.20177322387696,-17260.088554382324,0.7432652762904763,0.984135132663104
29,1582219,12591,156,25,5,1,true,0,nan,50,103.032745,220.0807,86.43168,163.91997,36.77797,0.0,0.0,11926.442810058594,238.52885620117186,-11926.442825317383,0.43987162970006466,0.5914096540334274
30,1627802,12961,26,25,5,1,true,0,nan,50,122.18609,161.5289,54.306057,108.57801,25.879404,0.19479275,0.19479275,8613.160785675049,172.26321571350098,-8613.16081237793,0.37457976362202317,0.5324984603390401
31,1635425,13029,33,25,5,1,true,0,nan,50,180.77676,371.52615,99.164024,92.294,59.88671,0.3757193,0.3757193,10622.840469360352,212.45680938720704,-10622.84049987793,0.45951789394021036,0.5670374907097038
32,1673953,13303,73,25,5,1,true,0,nan,50,371.9239,691.6145,67.12787,214.65428,49.83422,0.46018887,0.21965814,17929.962745666504,358.59925491333007,-17929.962760925293,0.7948835454136133,1.0938613360025444
33,1715193,13586,36,25,5,1,true,0,nan,50,74.49926,181.52324,59.773026,43.555576,40.59754,0.08951497,0.08951497,7185.745464324951,143.71490928649902,-7185.745513916016,0.3089391438104212,0.39951786691589014
34,1768148,14033,88,25,5,1,true,0,nan,50,291.4219,160.24168,65.674065,45.358925,36.420467,0.115588665,0.115588665,12383.226364135742,247.66452728271486,-12383.226432800293,0.3066958878934383,0.40055141050596627
35,1775707,14108,36,25,5,1,true,1,24.0,24,219.38782,617.4725,104.90945,15.912446,15.912446,0.1244843,0.0022890568,5403.114677429199,225.12977822621664,-5403.11474609375,0.46920400982101756,0.5025408306847448
36,1805134,14327,28,25,5,1,true,0,nan,50,129.9213,334.5584,86.7564,105.94825,40.43191,0.019658566,0.008971691,15157.226356506348,303.14452713012696,-15157.226531982422,0.6415605565160513,0.8522953825945757
37,1816074,14432,48,25,5,1,true,1,7.0,7,192.79257,196.2479,122.35162,16.272812,16.272812,0.10904622,0.10335851,1271.3768005371094,181.62525721958704,-1271.3768310546875,0.26545571110078264,0.2744554231564204
38,1823057,14474,99,25,5,1,true,0,nan,50,243.27267,106.622246,82.965355,65.76539,30.435097,0.046154737,0.046154737,10418.780990600586,208.3756198120117,-10418.781089782715,0.4369979545846581,0.4795555923970378
39,1832757,14526,127,25,5,1,true,0,nan,50,201.75465,105.26671,68.110664,55.285923,30.129736,0.13777089,0.061433315,10299.92642211914,205.99852844238282,-10299.926414489746,0.41907058864831925,0.4565373608196268
40,1920151,15277,43,25,5,1,true,0,nan,50,106.75308,196.23216,43.117947,47.490856,25.899042,0.04917741,0.024939775,9626.387851715088,192.52775703430177,-9626.38790512085,0.4621071318909526,0.5648269193361
41,1933213,15435,20,25,5,1,true,0,nan,50,185.01952,179.38686,97.19039,73.00795,39.08702,0.041305304,0.041305304,10454.456405639648,209.08912811279296,-10454.456260681152,0.4740687808394432,0.5753165729800049
42,1962501,15701,34,25,5,1,true,0,nan,50,245.11049,321.356,112.2904,97.992065,75.035645,0.13089871,0.13089871,10918.419380187988,218.36838760375977,-10918.419563293457,0.37716221913695336,0.3694736638239452
43,2005034,16015,138,25,5,1,true,1,27.0,27,469.73764,246.7442,102.81742,17.942017,17.942017,0.0,0.0,6270.628677368164,232.24550656919126,-6270.628623962402,0.505625143095299,0.6222882603223507
44,2005681,16019,73,25,5,1,true,1,9.0,9,285.90512,273.99844,207.50296,12.104937,12.104937,0.22287774,0.22287774,2509.142562866211,278.79361809624567,-2509.142578125,0.24831557522217432,0.3228545989841223
45,2069995,16400,0,25,5,1,true,0,nan,50,182.25975,185.3745,56.383484,78.94211,47.89376,0.004714489,0.004714489,11539.293106079102,230.78586212158203,-11539.293125152588,0.4547364917397499,0.6317011697255835
46,2083087,16532,36,25,5,1,true,0,nan,50,182.71317,252.06291,88.738014,132.02121,86.43502,0.1475277,0.1475277,10971.68539428711,219.4337078857422,-10971.68539428711,0.4026108314096928,0.5417783771242414
47,2164265,17264,10,25,5,1,true,1,19.0,19,305.70963,263.34534,127.12289,17.738777,17.738777,0.053231955,0.045406103,6018.8564376831055,316.781917772795,-6018.856399536133,0.5716290630792317,0.4668522791730033
48,2263298,17939,41,25,5,1,true,0,nan,50,242.18587,111.504745,51.30816,87.0981,20.823063,0.40056586,0.01367712,10018.911193847656,200.37822387695311,-10018.911094665527,0.3916210033744574,0.5121083736267625
49,2275347,18054,22,25,5,1,true,0,nan,50,233.26695,475.11447,98.22973,137.5135,72.938446,1.3937438,0.6999748,9778.640357971191,195.57280715942383,-9778.640296936035,0.41967173766344784,0.5092521267277854
0,150187,1235,36,25,5,1,false,1,34.0,34,229.72131,67.22179,47.25559,16.187687,16.187687,0.016428947,0.009993553,4028.1235885620117,118.47422319300034,-4028.123603820801,0.2417071977739825,0.268160316528696
1,159883,1316,129,25,5,1,false,0,nan,50,98.6348,90.04983,74.695656,72.02671,67.64128,0.0196774,0.0111198425,7346.999099731445,146.9399819946289,-7346.999099731445,0.20999906338751317,0.23390037102662786
2,201656,1639,40,25,5,1,false,0,nan,50,203.44919,59.91924,46.79859,47.24694,32.08807,0.1702764,0.1702764,5553.577377319336,111.07154754638673,-5553.577335357666,0.18082356479018927,0.17284758544850107
3,209210,1694,59,25,5,1,false,0,nan,50,225.51054,247.17693,82.53619,184.58806,27.107836,0.046032667,0.046032667,10015.926681518555,200.3185336303711,-10015.926727294922,0.267174776121974,0.23927638269200616
4,216281,1761,19,25,5,1,false,0,nan,50,224.51173,115.30903,64.777695,68.8785,54.787533,0.15608835,0.15608835,7181.719146728516,143.6343829345703,-7181.719169616699,0.16605908162891864,0.19297492888052853
5,221571,1820,13,25,5,1,false,0,nan,50,311.6959,244.14275,50.50099,82.87912,38.443806,0.3362565,0.3362565,7247.850814819336,144.9570162963867,-7247.85094833374,0.20981441274285317,0.23559847350555416
6,305393,2635,114,25,5,1,false,0,nan,50,115.23367,98.56359,46.620125,63.1557,40.77178,0.0108475685,0.00012803078,5866.4607009887695,117.32921401977539,-5866.460720062256,0.18396959967911244,0.23246881426597127
7,388512,3184,115,25,5,1,false,0,nan,50,156.09914,103.77346,61.956367,99.78432,61.231323,0.009015799,0.009015799,5449.656509399414,108.99313018798829,-5449.656608581543,0.17119110364466905,0.2056074576566414
8,429216,3517,2,25,5,1,false,0,nan,50,217.99022,111.81641,59.479805,44.34592,39.98679,0.15305519,0.15305519,9208.874183654785,184.1774836730957,-9208.874237060547,0.21598706275224686,0.2525391046489988
9,472611,3838,133,25,5,1,false,0,nan,50,112.600464,106.51833,71.84533,82.6606,49.75002,0.09359145,0.0058176517,7081.053733825684,141.62107467651367,-7081.053680419922,0.23030711472034454,0.26902917080691885
10,532318,4299,20,25,5,1,false,0,nan,50,214.71747,249.1081,137.2853,135.77759,127.65109,2.5981476,1.9004252,13528.23501586914,270.5647003173828,-13528.235061645508,0.49761860352009535,0.6081448097770311
11,645504,5123,126,25,5,1,false,1,17.0,17,110.95881,195.85715,87.14325,12.648095,12.648095,0.06949806,0.0058271885,2635.7303619384766,155.04296246696921,-2635.730323791504,0.303184654289747,0.23898344789631665
12,829098,6651,49,25,5,1,false,0,nan,50,141.55779,153.48749,105.19163,80.22669,32.052254,0.05149722,0.001957655,10186.293739318848,203.72587478637695,-10186.293807983398,0.36404392406344416,0.41768495487619417
13,867812,6983,65,25,5,1,false,1,15.0,15,164.75528,248.49757,129.1472,13.524778,13.524778,0.23664522,0.21340346,2810.9197998046875,187.3946533203125,-2810.9197845458984,0.2519759195546309,0.2104457781783172
14,941649,7572,117,25,5,1,false,0,nan,50,244.9248,128.52942,51.854538,67.201164,45.79889,0.22100091,0.22100091,5367.8461837768555,107.3569236755371,-5367.846103668213,0.19262706281617284,0.2700235826552522
15,1015425,8235,10,25,5,1,false,0,nan,50,291.81088,338.54373,131.83076,160.7482,99.99138,0.008777142,0.008777142,10923.08479309082,218.4616958618164,-10923.084854125977,0.26001988515257835,0.299983698190475
16,1028336,8313,130,25,5,1,false,1,40.0,40,257.71283,108.62723,34.952736,19.930828,19.930828,0.07481432,0.0023844242,6935.777519226074,173.39443798065184,-6935.777500152588,0.25657680314034226,0.2506588297203565
17,1038328,8373,102,25,5,1,false,0,nan,50,268.93643,326.41962,196.55864,194.94939,187.04208,0.11780858,0.11780858,16084.61589050293,321.69231781005857,-16084.615829467773,0.44678454235196113,0.5808813447246746
18,1043460,8408,89,25,5,1,false,1,22.0,22,165.97649,242.2638,117.66851,18.189547,18.189547,0.025586605,0.0027770996,4946.42219543457,224.8373725197532,-4946.42219543457,0.4122645536606962,0.3961052185013181
19,1054182,8486,37,25,5,1,false,0,nan,50,130.55582,127.453224,100.059235,111.041145,88.68854,0.15918922,0.055134296,8501.800689697266,170.0360137939453,-8501.800857543945,0.2362574468553066,0.2560198254579184
20,1054375,8488,20,25,5,1,false,0,nan,50,202.3323,222.97104,65.38541,91.50319,51.163025,0.13563919,0.13512921,7091.5865478515625,141.83173095703125,-7091.586608886719,0.1796912256628275,0.21956809017123008
21,1175223,9591,26,25,5,1,false,0,nan,50,152.71135,298.6034,45.05886,254.86073,25.193213,0.58791494,0.58791494,9168.811569213867,183.37623138427733,-9168.811553955078,0.35696709156036377,0.3829060705492691
22,1206117,9864,51,25,5,1,false,0,nan,50,83.640465,76.091064,58.65457,53.400288,53.400288,0.044915676,8.559227e-05,6462.151752471924,129.24303504943848,-6462.151756286621,0.2216494096815586,0.2558221563468782
23,1237215,10117,136,25,5,1,false,0,nan,50,55.33609,109.1863,27.828978,49.985954,23.370436,0.2565384,0.0031063557,6356.544939041138,127.13089878082275,-6356.545045852661,0.25530198842287066,0.27431148096767005
24,1279178,10378,28,25,5,1,false,0,nan,50,177.95279,64.91159,50.02032,64.82372,43.47521,0.3961079,0.3367455,5487.209873199463,109.74419746398925,-5487.209796905518,0.19460720658302308,0.2479199666757973
25,1299073,10489,33,25,5,1,false,0,nan,50,143.4154,133.1453,90.7874,110.905,85.01588,0.100031376,0.100031376,6642.9148025512695,132.85829605102538,-6642.914756774902,0.18750546991825104,0.21966190385271092
26,1475335,11775,26,25,5,1,false,0,nan,50,268.7706,72.6744,55.176903,53.330708,53.330708,0.39610863,0.3826332,6187.112602233887,123.74225204467774,-6187.112628936768,0.20554069183766843,0.2431693871752644
27,1504936,12047,95,25,5,1,false,1,12.0,12,138.76318,140.41855,76.46339,10.432943,10.432943,0.29424882,0.29424882,1608.6404342651367,134.05336952209473,-1608.640480041504,0.24078235014652213,0.24854124913161452
28,1529288,12221,47,25,5,1,false,0,nan,50,219.77599,200.38972,67.92188,50.44118,48.380238,0.08216882,0.0045614243,12144.882225036621,242.8976445007324,-12144.88217163086,0.45761966943740845,0.6263601049324687
29,1582219,12591,156,25,5,1,false,0,nan,50,103.032745,175.53555,86.43168,170.99019,32.23774,0.0,0.0,8739.3525390625,174.78705078125,-8739.352500915527,0.26578124940395353,0.3147413958700336
30,1627802,12961,26,25,5,1,false,0,nan,50,122.18609,129.7559,40.66792,98.77998,30.08259,0.16746616,0.16746616,5195.293792724609,103.9058758544922,-5195.293746948242,0.1984918263554573,0.2836448471156918
31,1635425,13029,33,25,5,1,false,0,nan,50,180.77676,83.27901,83.27901,71.41888,71.41888,0.4617765,0.4617765,6159.503616333008,123.19007232666016,-6159.5035400390625,0.18402077727019786,0.21942112328750746
32,1673953,13303,73,25,5,1,false,0,nan,50,371.9239,261.6106,60.5429,106.421326,33.56031,0.26297998,0.25237894,9647.021850585938,192.94043701171876,-9647.021800994873,0.3345270308107138,0.40815250320854235
33,1715193,13586,36,25,5,1,false,0,nan,50,74.49926,78.27218,59.777935,74.608765,41.591072,0.06663036,0.06663036,4929.028591156006,98.58057182312012,-4929.028602600098,0.1703471309505403,0.23287014492160205
34,1768148,14033,88,25,5,1,false,0,nan,50,291.4219,304.0343,100.52904,53.47219,40.50751,0.10574913,0.10574913,11875.238761901855,237.5047752380371,-11875.238731384277,0.21057621147483588,0.24843765909270366
35,1775707,14108,36,25,5,1,false,1,22.0,22,219.38782,145.37747,104.90945,17.90639,17.90639,0.08604646,0.0044128895,4003.9861450195312,181.9993702281605,-4003.9861068725586,0.365759628740224,0.25052573070639655
36,1805134,14327,28,25,5,1,false,0,nan,50,129.9213,195.55772,87.94744,169.39319,76.3277,0.3114121,0.010656118,11081.215225219727,221.62430450439453,-11081.215385437012,0.1985031333565712,0.23528981820813247
37,1816074,14432,48,25,5,1,false,1,7.0,7,192.79257,192.86642,124.94808,18.2921,18.2921,0.10725522,0.09274268,1228.3289260864258,175.47556086948939,-1228.3289184570312,0.2344170446906771,0.2552590991059939
38,1823057,14474,99,25,5,1,false,0,nan,50,243.27267,141.58545,35.871456,47.67597,25.11934,0.09072423,0.016032934,5916.390872955322,118.32781745910644,-5916.391044616699,0.17278262693434954,0.1987848746286211
39,1832757,14526,127,25,5,1,false,0,nan,50,201.75465,161.68556,70.04176,129.64879,60.777206,0.07941985,0.07941985,7574.691833496094,151.49383666992188,-7574.6919021606445,0.23712994419038297,0.25028087365992213
40,1920151,15277,43,25,5,1,false,0,nan,50,106.75308,84.09844,60.033047,65.21665,32.8483,0.041071177,0.016741037,5884.924415588379,117.69848831176758,-5884.924415588379,0.19367110520601272,0.2141861160646896
41,1933213,15435,20,25,5,1,false,0,nan,50,185.01952,128.43556,58.397575,63.47501,50.14699,0.019713402,0.019713402,6137.726524353027,122.75453048706055,-6137.726428985596,0.17869990557432175,0.2267461310387874
42,1962501,15701,34,25,5,1,false,0,nan,50,245.11049,145.57812,138.92123,138.30388,132.75775,0.9342005,0.9276364,9604.801177978516,192.0960235595703,-9604.80143737793,0.20065871872007846,0.20750367550217375
43,2005034,16015,138,25,5,1,false,1,34.0,34,469.73764,152.81221,91.27355,16.161627,16.161627,0.0,0.0,6959.006492614746,204.67666154749253,-6959.00651550293,0.37063294884693976,0.4858496737751094
44,2005681,16019,73,25,5,1,false,1,9.0,9,285.90512,303.37274,207.50296,17.59083,17.59083,0.22287774,0.22287774,2477.591552734375,275.28795030381946,-2477.591598510742,0.24857862128151786,0.2795753162354231
45,2069995,16400,0,25,5,1,false,0,nan,50,182.25975,160.6821,109.09824,106.7262,104.64241,0.004714489,0.004714489,9027.169876098633,180.54339752197265,-9027.169960021973,0.20147314570844174,0.24895367600327853
46,2083087,16532,36,25,5,1,false,0,nan,50,182.71317,113.829056,108.867966,86.93998,78.13995,0.1475277,0.1475277,8866.848510742188,177.33697021484375,-8866.84848022461,0.26452578127384185,0.3164850339597585
47,2164265,17264,10,25,5,1,false,1,46.0,46,305.70963,138.78517,62.76236,19.526619,19.526619,0.04722166,0.045406103,9420.536140441895,204.7942639226499,-9420.536079406738,0.30107110722557356,0.2815624553296301
48,2263298,17939,41,25,5,1,false,0,nan,50,242.18587,280.10037,70.858734,98.18391,60.731113,0.29485893,0.29485893,7690.688735961914,153.81377471923827,-7690.688766479492,0.1983059498667717,0.21490884376499725
49,2275347,18054,22,25,5,1,false,0,nan,50,233.26695,114.526634,27.139376,26.379147,26.23205,0.3953507,0.3702414,5299.167804718018,105.98335609436035,-5299.167747497559,0.1910630252212286,0.21638967195639805
0,150187,1235,36,25,5,2,true,1,30.0,30,229.72131,151.76242,46.033714,16.620667,16.620667,0.2016716,0.19890523,4444.843189239502,148.16143964131672,-4444.843154907227,0.3259694917748372,0.3776933856565377
1,159883,1316,129,25,5,2,true,1,25.0,25,98.6348,52.46954,52.46954,17.910091,17.910091,0.0196774,0.0111198425,4670.6836585998535,186.82734634399415,-4670.683631896973,0.34193472146987913,0.33416890166699886
2,201656,1639,40,25,5,2,true,0,nan,50,203.44919,75.114395,56.865566,40.600628,37.040913,0.32584047,0.3257959,6980.136302947998,139.60272605895997,-6980.136428833008,0.22424436219036578,0.255140127272022
3,209210,1694,59,25,5,2,true,0,nan,50,225.51054,322.92026,97.94643,274.9877,39.272507,0.35704398,0.024899721,16145.074310302734,322.9014862060547,-16145.074348449707,0.6615865476429462,0.616195310135277
4,216281,1761,19,25,5,2,true,0,nan,50,224.51173,165.2519,80.75243,82.027885,63.213478,0.16975093,0.16975093,7154.198196411133,143.08396392822266,-7154.198173522949,0.20280146598815918,0.24865923586244487
5,221571,1820,13,25,5,2,true,0,nan,50,311.6959,102.157616,44.79632,75.23752,27.809202,0.36061096,0.36061096,9183.549621582031,183.67099243164063,-9183.549671173096,0.3193273013830185,0.35499610706251494
6,305393,2635,114,25,5,2,true,1,35.0,35,115.23367,130.34547,60.98144,11.336434,11.336434,0.0052890778,0.0020830631,5321.426700592041,152.04076287405832,-5321.426746368408,0.30861691420099563,0.38298248433891463
7,388512,3184,115,25,5,2,true,0,nan,50,156.09914,63.722137,63.722137,56.34712,39.469116,0.009015799,0.009015799,6487.0548095703125,129.74109619140626,-6487.054882049561,0.2427909018099308,0.28001366015903806
8,429216,3517,2,25,5,2,true,0,nan,50,217.99022,133.14542,49.52898,38.066216,25.181425,0.1212163,0.1212163,9821.650970458984,196.43301940917968,-9821.65107345581,0.32410995453596114,0.3718896416985259
9,472611,3838,133,25,5,2,true,0,nan,50,112.600464,201.66429,67.15303,82.726234,46.130363,0.0076475143,0.0058176517,8438.76301574707,168.77526031494142,-8438.763069152832,0.32258854612708093,0.38262144879114873
10,532318,4299,20,25,5,2,true,0,nan,50,214.71747,238.87062,141.83821,159.54836,97.196365,3.0412989,1.9004252,14150.416748046875,283.0083349609375,-14150.416732788086,0.6040991747379303,0.8270495345397871
11,645504,5123,126,25,5,2,true,0,nan,50,110.95881,235.6902,36.429623,32.63599,21.429213,0.051629066,0.0058271885,6931.2861976623535,138.62572395324707,-6931.286109924316,0.2884641434252262,0.3181285827743764
12,829098,6651,49,25,5,2,true,0,nan,50,141.55779,229.58363,52.6545,109.08783,20.57242,0.22881198,0.001957655,10496.199726104736,209.92399452209472,-10496.199893951416,0.42205031380057334,0.5327413968589841
13,867812,6983,65,25,5,2,true,1,23.0,23,164.75528,230.12373,97.02586,5.3468714,5.3468714,0.067227125,0.067227125,4015.5232467651367,174.58796725065812,-4015.5232315063477,0.2224953149485847,0.25254372354935517
14,941649,7572,117,25,5,2,true,0,nan,50,244.9248,186.79675,53.780315,41.38805,41.38805,0.0093102455,0.0093102455,7826.49178314209,156.5298356628418,-7826.491847991943,0.35794227436184883,0.4601183659111967
15,1015425,8235,10,25,5,2,true,0,nan,50,291.81088,213.72789,78.38567,67.71413,35.46203,0.31973195,0.008777142,11168.316177368164,223.3663235473633,-11168.316299438477,0.43225390687584875,0.42965811164099343
16,1028336,8313,130,25,5,2,true,0,nan,50,257.71283,156.95056,52.7358,32.531136,23.912046,0.07606602,0.0052382946,9815.690711975098,196.31381423950197,-9815.690734863281,0.31043755322694777,0.3240458081115265
17,1038328,8373,102,25,5,2,true,0,nan,50,268.93643,471.5459,138.64413,135.77592,68.827545,0.538821,0.11780858,16978.613021850586,339.5722604370117,-16978.61309814453,0.637899425625801,0.8696209754870863
18,1043460,8408,89,25,5,2,true,1,35.0,35,165.97649,336.65118,100.799866,14.740701,14.740701,0.09331155,0.0027770996,9975.511238098145,285.0146068028041,-9975.511306762695,0.5973997959068843,0.7477205904091105
19,1054182,8486,37,25,5,2,true,1,24.0,24,130.55582,260.9898,122.84526,4.3539753,4.3539753,0.13412285,0.055179358,4913.749267578125,204.73955281575522,-4913.749183654785,0.380896403764685,0.3408239191479009
20,1054375,8488,20,25,5,2,true,0,nan,50,202.3323,151.4413,69.2165,86.419205,58.25661,0.06565881,0.06565881,9908.660209655762,198.17320419311523,-9908.660247802734,0.3940059641376138,0.6175095869266257
21,1175223,9591,26,25,5,2,true,0,nan,50,152.71135,348.2566,59.87881,157.48053,22.847622,0.6007557,0.6007557,9642.4426612854,192.848853225708,-9642.442729949951,0.433365186471492,0.4132108776545038
22,1206117,9864,51,25,5,2,true,0,nan,50,83.640465,71.9822,68.46525,61.92769,28.451162,0.07569337,0.010169268,8235.533851623535,164.7106770324707,-8235.533882141113,0.34395079061388967,0.33728956241084607
23,1237215,10117,136,25,5,2,true,0,nan,50,55.33609,195.83612,49.273212,37.096325,24.72758,0.2871697,0.004573822,7120.722930908203,142.41445861816408,-7120.722953796387,0.3073726934194565,0.3245729751580832
24,1279178,10378,28,25,5,2,true,0,nan,50,177.95279,49.829205,49.829205,49.046497,45.509693,0.2967372,0.2967372,6346.860263824463,126.93720527648925,-6346.860233306885,0.2524461791850626,0.3458291869610548
25,1299073,10489,33,25,5,2,true,0,nan,50,143.4154,142.29947,53.12828,91.71439,42.537266,0.07559466,0.07471228,7354.945724487305,147.0989144897461,-7354.945789337158,0.2834862029179931,0.3327028205504223
26,1475335,11775,26,25,5,2,true,0,nan,50,268.7706,122.78211,47.93391,44.485085,26.478888,0.16915464,0.16915464,6876.74446105957,137.5348892211914,-6876.744453430176,0.26455203667283056,0.3219076443691643
27,1504936,12047,95,25,5,2,true,0,nan,50,138.76318,134.55142,70.959755,84.44132,52.267532,0.047394276,0.047394276,6245.1042404174805,124.90208480834961,-6245.104217529297,0.2119570278376341,0.24837108522805632
28,1529288,12221,47,25,5,2,true,0,nan,50,219.77599,230.63246,97.09581,100.59824,35.79387,0.005366564,0.0038421154,12971.666610717773,259.43333221435546,-12971.66641998291,0.46330125998705624,0.6512001079260087
