analysis,shift,interval,k,env_steps,e_total,drift_over_spread,shift_over_spread,natural_spread,bias_fraction,bias_norm,bias_cos_adjacent_k,bias_cos_to_final_k,participation_ratio,top10_dim_share,pred_norm,true_norm,norm_ratio
drift_structure,visual,3,3,15,0.3097400367259979,1.0167927742004395,,0.3046245276927948,0.12282201647758484,2.7026350498199463,0.9748933911323547,0.6369574666023254,163.1256103515625,0.11399168521165848,9.065460205078125,8.772088050842285,1.033443808555603
drift_structure,visual,3,4,20,0.11010310053825378,0.35401490330696106,,0.3110126256942749,0.10108582675457001,1.4618253707885742,0.7096073031425476,0.9604766368865967,173.15975952148438,0.09469625353813171,8.322168350219727,8.83985710144043,0.9414370059967041
drift_structure,visual,3,5,25,0.2153632640838623,0.6912185549736023,,0.3115704357624054,0.09582651406526566,1.990578293800354,0.9279475212097168,0.8555026054382324,169.52066040039062,0.10306950658559799,8.363718032836914,8.8295316696167,0.9472436904907227
drift_structure,visual,3,6,30,0.29145196080207825,0.9296597838401794,,0.3135038912296295,0.1016637310385704,2.385157823562622,0.9764755368232727,0.753563404083252,167.38357543945312,0.1062193289399147,8.577445983886719,8.8329496383667,0.9710738062858582
drift_structure,visual,3,7,35,0.10337933152914047,0.33011671900749207,,0.3131599426269531,0.10851789265871048,1.4676352739334106,0.7891789078712463,0.9765228033065796,172.2228546142578,0.09811621159315109,8.381567001342773,8.845669746398926,0.947533369064331
drift_structure,visual,3,8,40,0.19330716133117676,0.6155080795288086,,0.31406113505363464,0.1047109067440033,1.9713809490203857,0.931351363658905,0.8970431089401245,170.31036376953125,0.09986080974340439,8.381648063659668,8.823784828186035,0.9498926401138306
drift_structure,visual,3,9,45,0.2747350037097931,0.8674676418304443,,0.3167092204093933,0.105823814868927,2.36264967918396,0.9757897257804871,0.8121553063392639,168.04273986816406,0.10593050718307495,8.564871788024902,8.886219024658203,0.9638375639915466
drift_structure,visual,3,10,50,0.1077534556388855,0.3338357210159302,,0.32277390360832214,0.10858778655529022,1.4988449811935425,0.8121553063392639,1.0,171.31515502929688,0.10005839914083481,8.4586763381958,8.95626449584961,0.9444424510002136
drift_structure,visual,5,0,0,0.0,0.0,,0.308087557554245,nan,0.0,nan,nan,inf,nan,8.836917877197266,8.836917877197266,1.0
drift_structure,visual,5,1,5,0.11160969734191895,0.3600190281867981,,0.31001055240631104,0.103923499584198,1.4923080205917358,nan,0.8184297680854797,172.0964813232422,0.09841158986091614,8.556495666503906,8.853185653686523,0.9664877653121948
drift_structure,visual,5,2,10,0.2229911834001541,0.7202361226081848,,0.30960842967033386,0.11155121773481369,2.185403347015381,0.932124674320221,0.9219224452972412,168.00106811523438,0.10348774492740631,8.767135620117188,8.859641075134277,0.989558756351471
drift_structure,visual,5,3,15,0.3097400367259979,1.0167927742004395,,0.3046245276927948,0.12282201647758484,2.7026350498199463,0.9748935103416443,0.927734375,163.1256103515625,0.11399169266223907,9.065461158752441,8.772088050842285,1.0334439277648926
drift_structure,visual,5,4,20,0.37837162613868713,1.2165796756744385,,0.3110126256942749,0.12545205652713776,3.0189003944396973,0.9914454221725464,0.9349616169929504,160.81446838378906,0.11938546597957611,9.356255531311035,8.83985710144043,1.0584170818328857
drift_structure,visual,5,5,25,0.438669890165329,1.4079316854476929,,0.3115704357624054,0.1249900609254837,3.2445709705352783,0.9962476491928101,0.9321139454841614,159.37586975097656,0.12454080581665039,9.652331352233887,8.8295316696167,1.0931872129440308
drift_structure,visual,5,6,30,0.10451851040124893,0.33338823914527893,,0.3135038912296295,0.10301254689693451,1.437779426574707,0.6207465529441833,0.7547130584716797,172.23130798339844,0.09353777021169662,8.391181945800781,8.8329496383667,0.9499863982200623
drift_structure,visual,5,7,35,0.20093517005443573,0.6416375041007996,,0.3131599426269531,0.1001756563782692,1.9658921957015991,0.9408002495765686,0.9113449454307556,171.77059936523438,0.09920509159564972,8.420204162597656,8.845669746398926,0.9519012570381165
drift_structure,visual,5,8,40,0.2719027101993561,0.8657636642456055,,0.31406113505363464,0.10258135199546814,2.31415057182312,0.9740684032440186,0.9702464938163757,169.1710662841797,0.10483191907405853,8.57106876373291,8.823784828186035,0.9713596701622009
drift_structure,visual,5,9,45,0.3363998830318451,1.0621726512908936,,0.3167092204093933,0.10495997965335846,2.603696823120117,0.9880096316337585,0.9930965304374695,167.4732208251953,0.1088445633649826,8.762977600097656,8.886219024658203,0.9861311912536621
drift_structure,visual,5,10,50,0.3884030282497406,1.2033284902572632,,0.32277390360832214,0.10566876828670502,2.80714750289917,0.9930965304374695,1.0000001192092896,166.39712524414062,0.11039786040782928,9.0369234085083,8.95626449584961,1.0090059041976929
drift_structure,visual,10,0,0,0.0,0.0,,0.308087557554245,nan,0.0,nan,nan,inf,nan,8.836917877197266,8.836917877197266,1.0
drift_structure,visual,10,1,5,0.11160969734191895,0.3600190281867981,,0.31001055240631104,0.1039235070347786,1.4923080205917358,nan,0.6822533011436462,172.09649658203125,0.09841158986091614,8.55649471282959,8.853185653686523,0.9664876461029053
drift_structure,visual,10,2,10,0.2229911834001541,0.7202361226081848,,0.30960842967033386,0.11155121773481369,2.185403347015381,0.9321247339248657,0.8408852815628052,168.00106811523438,0.10348773002624512,8.767135620117188,8.859641075134277,0.989558756351471
drift_structure,visual,10,3,15,0.3097400367259979,1.0167927742004395,,0.3046245276927948,0.12282202392816544,2.7026350498199463,0.9748935699462891,0.8936946988105774,163.1256103515625,0.11399169266223907,9.065460205078125,8.772088050842285,1.033443808555603
drift_structure,visual,10,4,20,0.37837162613868713,1.2165796756744385,,0.3110126256942749,0.12545205652713776,3.0189003944396973,0.9914454221725464,0.9330425262451172,160.81446838378906,0.11938546597957611,9.356255531311035,8.83985710144043,1.0584170818328857
drift_structure,visual,10,5,25,0.43866991996765137,1.4079318046569824,,0.3115704357624054,0.1249900534749031,3.2445709705352783,0.9962476491928101,0.9530712366104126,159.37591552734375,0.1245407983660698,9.65233039855957,8.8295316696167,1.0931870937347412
drift_structure,visual,10,6,30,0.48660755157470703,1.5521578788757324,,0.3135038912296295,0.12235087901353836,3.3809876441955566,0.9977614283561707,0.9635831713676453,161.09323120117188,0.1223263069987297,9.957257270812988,8.8329496383667,1.1272855997085571
drift_structure,visual,10,7,35,0.5352637767791748,1.7092344760894775,,0.3131599426269531,0.12145262956619263,3.532954216003418,0.9972133636474609,0.9741235971450806,162.74948120117188,0.12017171829938889,10.308011054992676,8.845669746398926,1.165317177772522
drift_structure,visual,10,8,40,0.5732654929161072,1.8253308534622192,,0.31406113505363464,0.11636608839035034,3.5788352489471436,0.9967170357704163,0.9846178293228149,163.15414428710938,0.11953067779541016,10.544960975646973,8.823784828186035,1.1950609683990479
drift_structure,visual,10,9,45,0.6143454313278198,1.9397774934768677,,0.3167092204093933,0.11083810031414032,3.6157755851745605,0.9957488775253296,0.9949053525924683,164.63348388671875,0.11718019843101501,10.756753921508789,8.886219024658203,1.2104984521865845
drift_structure,visual,10,10,50,0.6556552648544312,2.0313143730163574,,0.32277390360832214,0.10299620032310486,3.600799798965454,0.9949053525924683,1.0,165.37338256835938,0.11624708026647568,10.980669021606445,8.95626449584961,1.2260322570800781
drift_structure,geometry,1,0,0,0.0,0.0,,0.8304028511047363,nan,0.0,nan,nan,inf,nan,12.721571922302246,12.721571922302246,1.0
