kind,shift,metric,k,env_steps,mean,std,median,p25,p75,n
encoder_shift,geometry,cosine,1,5,0.4099474251270294,0.2915031313896179,0.373905748128891,0.18488234281539917,0.6002137660980225,200
encoder_shift,geometry,cosine,2,10,0.4420675039291382,0.311622679233551,0.42579877376556396,0.19075754284858704,0.6632611751556396,200
encoder_shift,geometry,cosine,3,15,0.47924965620040894,0.33593064546585083,0.4552112817764282,0.17914283275604248,0.7229833602905273,200
encoder_shift,geometry,cosine,4,20,0.5305393934249878,0.35570254921913147,0.5413618087768555,0.20897506177425385,0.8460376262664795,200
encoder_shift,geometry,cosine,5,25,0.555030882358551,0.35979345440864563,0.573853075504303,0.23493723571300507,0.8829463124275208,200
encoder_shift,geometry,cosine,6,30,0.5813820362091064,0.3611130118370056,0.6115696430206299,0.29188448190689087,0.9151859283447266,200
encoder_shift,geometry,cosine,7,35,0.6014493703842163,0.3653492033481598,0.6667985916137695,0.3005501627922058,0.9503971338272095,200
encoder_shift,geometry,cosine,8,40,0.622058629989624,0.3664156496524811,0.7292824983596802,0.2954395115375519,0.9614697694778442,200
encoder_shift,geometry,cosine,9,45,0.6387512683868408,0.368168443441391,0.7481528520584106,0.3152046799659729,0.9680670499801636,200
encoder_shift,geometry,cosine,10,50,0.6590559482574463,0.3757828176021576,0.7985562086105347,0.30999141931533813,0.9955510497093201,200
