cell,clusters,family,baseline_cosine,router_cosine,oracle_router_cosine,cosine_delta,cosine_delta_ci_low,cosine_delta_ci_high,baseline_relative_error,router_relative_error,oracle_router_relative_error,relative_error_delta,relative_error_delta_ci_low,relative_error_delta_ci_high,router_no_op_fraction
h5_off40,4,planner,0.18137102222248308,0.17489371071791554,0.38432816735679176,-0.006477311504567554,-0.014172022783763073,0.000920919064445104,1.140711344241898,1.1543602353662876,1.038853371428541,0.013648891124389852,0.00779941293125507,0.01986620259549454,0.8208333333333333
h5_off40,4,planner_latent,0.18137102222248308,0.19826491803075882,0.3844045669478472,0.0168938958082757,0.006880312236418623,0.027111328437749483,1.140711344241898,1.143957628005393,1.0389380903173382,0.0032462837634951603,-0.003821649091041832,0.01024757191704717,0.171875
h5_off40,4,planner_state_oracle,0.18137102222248308,0.197358253011796,0.3845703530605039,0.015987230789312898,0.0024557911323831324,0.02941147661557326,1.140711344241898,1.1701991230834294,1.038637383744788,0.029487778841531618,0.01841889167892067,0.04094312814697993,0.29375
