epoch,n_folds,n_heldout_states,base_score_mae,base_score_normalized_mae,base_topk_overlap,elite_overlap,relative_update_error,selected_elite_true_cost,update_cosine,base_score_mae_delta_vs_epoch0,base_score_normalized_mae_delta_vs_epoch0,base_topk_overlap_delta_vs_epoch0,elite_overlap_delta_vs_epoch0,relative_update_error_delta_vs_epoch0,selected_elite_true_cost_delta_vs_epoch0,update_cosine_delta_vs_epoch0,base_score_mae_delta_ci_low,base_score_mae_delta_ci_high,base_score_normalized_mae_delta_ci_low,base_score_normalized_mae_delta_ci_high,base_topk_overlap_delta_ci_low,base_topk_overlap_delta_ci_high,elite_overlap_delta_ci_low,elite_overlap_delta_ci_high,relative_update_error_delta_ci_low,relative_update_error_delta_ci_high,selected_elite_true_cost_delta_ci_low,selected_elite_true_cost_delta_ci_high,update_cosine_delta_ci_low,update_cosine_delta_ci_high
0,3,60,0.0016232090284271786,9.924100259357628e-05,0.9998611111111111,0.17152777777777778,1.1516213961546675,102.64599513369447,0.17165679314080104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,60,7.867747542386254,0.2663575661779281,0.7300000000000001,0.18736111111111112,1.1379027441603673,101.66330233478348,0.20840572061796578,7.866124333357827,0.26625832517533454,-0.269861111111111,0.015833333333333338,-0.013718651994300224,-0.982692798910989,0.03674892747716474,6.69745606258143,9.063932532421312,0.2355176803253696,0.2990655966937612,-0.29694444444444446,-0.24291666666666673,0.005277777777777779,0.02708333333333333,-0.03393331241919277,0.0064963281479078925,-1.753519786123027,-0.27720677833461665,0.01030902735013309,0.06328636051399845
2,3,60,12.202694521596035,0.33712345574410396,0.6565277777777777,0.19458333333333336,1.1346740607895944,101.28376884650886,0.22187368462896523,12.201071312567608,0.3370242147415104,-0.3433333333333334,0.02305555555555558,-0.01694733536507309,-1.3622262871856066,0.05021689148816419,10.369128528972215,14.08085948478154,0.2976253808414441,0.3772822724784007,-0.38069444444444434,-0.3065243055555559,0.009305555555555551,0.03708333333333333,-0.04279863500476263,0.009130560973425567,-2.4528232900383133,-0.36361389659170146,0.01704420473019604,0.08411974157056684
3,3,60,16.012028996646404,0.3983886106439187,0.5925,0.19902777777777778,1.135036655658181,100.89589945091629,0.2339074631480897,16.010405787617977,0.3982893696413251,-0.40736111111111106,0.027499999999999997,-0.016584740496486505,-1.7500956827781806,0.06225067000728865,13.527665103462835,18.58381790946936,0.3522307935990459,0.4454964176924373,-0.45222222222222214,-0.3645833333333333,0.012222222222222218,0.04361111111111111,-0.04606917949095403,0.013306555353773989,-3.0552139975423396,-0.5475909267762732,0.023169920109254828,0.10190529359457737
4,3,60,19.408099098751944,0.4546248573028389,0.538611111111111,0.20055555555555551,1.143026918286389,100.62975756370471,0.2419179308479996,19.406475889723517,0.45452561630024535,-0.46125000000000005,0.029027777777777736,-0.008594477868278494,-2.0162375699897552,0.07026113770719855,16.40208491062794,22.537262677179726,0.4041960699475172,0.5059324907020625,-0.50778125,-0.41555555555555557,0.010694444444444444,0.047916666666666656,-0.04385475916040061,0.02699527396797992,-3.5335118977478506,-0.6154646564482756,0.02741953165099221,0.1136759617452825
5,3,60,22.37397231012583,0.4985786189378421,0.4988888888888888,0.2051388888888889,1.1471139972403523,100.48752658082418,0.251824700067904,22.372349101097402,0.49847937793524855,-0.5009722222222223,0.03361111111111112,-0.004507398914315175,-2.158468552870289,0.08016790692710293,18.925369989236888,25.964978556163157,0.44500792202549044,0.5525984111755002,-0.5504166666666667,-0.45222222222222214,0.011944444444444452,0.05611111111111112,-0.04317965048690574,0.03414490126957224,-3.8547784283359547,-0.5818452666365352,0.033947683344190155,0.1276915678444711
