run,epoch,base_score_mae,base_score_normalized_mae,base_topk_overlap,elite_overlap,relative_update_error,selected_elite_true_cost,state_index,update_cosine,base_score_mae_delta_vs_epoch0,base_score_normalized_mae_delta_vs_epoch0,base_topk_overlap_delta_vs_epoch0,elite_overlap_delta_vs_epoch0,relative_update_error_delta_vs_epoch0,selected_elite_true_cost_delta_vs_epoch0,update_cosine_delta_vs_epoch0
oe_ft60_fold2_massrel_v2,0,0.0,0.0,1.0,0.20833333333333334,1.0866119219253962,103.89756465325722,47,0.3337521484625275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oe_ft60_fold2_massrel_v2,0,0.0,0.0,1.0,0.2,1.057971493624441,38.42948784077112,50,0.37493994887579907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oe_ft60_fold2_massrel_v2,0,0.0,0.0,1.0,0.16666666666666666,1.1816524092497092,62.49217101013266,53,0.3015019511688444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oe_ft60_fold2_massrel_v2,0,0.0,0.0,1.0,0.2833333333333334,1.1225931316630275,39.28959209209155,56,0.14637473457918804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oe_ft60_fold2_massrel_v2,0,0.0,0.0,1.0,0.0,1.2399026361108545,295.08800742006576,59,-0.0802527185069996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oe_ft60_fold0_massrel_v2,1,17.618353843688965,0.30794173399185626,0.6083333333333333,0.3333333333333333,0.8872385752155749,23.22265334351593,0,0.49666794800619535,17.618353843688965,0.30794173399185626,-0.3916666666666667,-0.041666666666666685,-0.1369375844407037,0.3152457661037218,0.07462246626302421
oe_ft60_fold0_massrel_v2,1,5.9953882694244385,0.1625590620468198,0.8666666666666667,0.06666666666666667,1.350876720883036,445.0768646555676,3,-0.013915268590919065,5.9953882694244385,0.1625590620468198,-0.1333333333333333,0.024999999999999994,-0.07767757644812967,-2.3290573365992486,0.0947743945591594
oe_ft60_fold0_massrel_v2,1,4.213135540485382,0.06155860147881707,0.8999999999999999,0.21666666666666667,1.046535669548571,19.357908375319198,6,0.31012813369407394,4.213135540485382,0.06155860147881707,-0.10000000000000009,0.0,-0.009534827310736071,-0.06580640778883406,0.00992677407384207
oe_ft60_fold0_massrel_v2,1,9.281365871429443,0.07316337651287477,0.9166666666666667,0.11666666666666667,1.138084333466401,49.645081756752134,9,0.2206296278628529,9.281365871429443,0.07316337651287477,-0.08333333333333326,0.008333333333333331,-0.013392832452753245,-1.2011270795292148,0.024551360843295317
oe_ft60_fold0_massrel_v2,1,7.801425635814667,0.19351985731640858,0.7916666666666667,0.175,1.284610433169869,24.56990374249814,12,0.010637417353650605,7.801425635814667,0.19351985731640858,-0.20833333333333326,-0.033333333333333354,0.1082877432973508,1.929353853302601,-0.0829105127245827
oe_ft60_fold0_massrel_v2,1,7.028172254562378,0.18071459515771593,0.8,0.24166666666666667,1.297279517379364,44.799209561210326,15,0.08047427722803316,7.028172254562378,0.18071459515771593,-0.19999999999999996,0.0,0.060835098501390794,3.5459670724521146,-0.05994384043830156
oe_ft60_fold0_massrel_v2,1,13.269207239151001,0.4380023895072129,0.7166666666666668,0.09166666666666667,1.130248725451171,206.0775906101976,18,0.1671380221992669,13.269207239151001,0.4380023895072129,-0.2833333333333332,0.03333333333333334,-0.06547066120775602,-4.86914447876859,0.06091440081689445
oe_ft60_fold0_massrel_v2,1,8.478246331214905,0.22363646369959944,0.7166666666666667,0.025,1.0875536756092017,107.75866585976992,21,0.12402261098889406,8.478246331214905,0.22363646369959944,-0.2833333333333333,0.008333333333333335,-0.03800217319937693,-2.029734450978097,0.07855855671808107
oe_ft60_fold0_massrel_v2,1,4.029210448265076,0.21435833441185909,0.75,0.3666666666666667,1.0868576729267387,19.107739408602168,24,0.3057444722507577,4.029210448265076,0.21435833441185909,-0.25,0.04999999999999999,-0.03817538517881225,-0.3129632467012513,0.023722529885732202
oe_ft60_fold0_massrel_v2,1,2.7526520490646362,0.19743261699391124,0.775,0.36666666666666664,1.04478477548784,39.21266672139501,27,0.3680699371828682,2.7526520490646362,0.19743261699391124,-0.22499999999999998,-0.04166666666666663,0.0433613735756595,1.4057842800983877,-0.0865994827858449
oe_ft60_fold0_massrel_v2,1,3.958601862192154,0.20917214141191467,0.7916666666666667,0.058333333333333334,1.1174036294335867,75.30334204324335,30,0.2489317754863411,3.958601862192154,0.20917214141191467,-0.20833333333333326,0.0,0.0016875586427249623,0.29960158831651995,0.02136526555677376
oe_ft60_fold0_massrel_v2,1,4.552890568971634,0.30718989785745304,0.7833333333333333,0.08333333333333333,1.2256300239834805,404.2903361206379,33,0.09878568534481977,4.552890568971634,0.30718989785745304,-0.21666666666666667,0.03333333333333333,-0.02527621815865988,-0.3229058570770462,0.06147774939733007
oe_ft60_fold0_massrel_v2,1,14.468172073364258,0.32823354023115764,0.575,0.25,0.9299748349765701,56.94522230217977,36,0.45442446361549915,14.468172073364258,0.32823354023115764,-0.42500000000000004,0.13333333333333333,-0.19324434765926768,-6.6448390279134415,0.2723607884142667
oe_ft60_fold0_massrel_v2,1,10.005232334136963,0.1746496869434037,0.8333333333333334,0.18333333333333332,1.1221856587921522,54.14154545340581,39,0.20595568775623393,10.005232334136963,0.1746496869434037,-0.16666666666666663,-0.041666666666666685,0.08345452585384283,2.299618410208012,-0.14235049225811605
oe_ft60_fold0_massrel_v2,1,9.906348705291748,0.14656607789154563,0.8083333333333333,0.175,1.1520899476390598,36.33817905594964,42,0.0674982303554024,9.906348705291748,0.14656607789154563,-0.19166666666666665,0.008333333333333304,0.007197484782001329,-1.1839836245229307,-0.01763534693193912
oe_ft60_fold0_massrel_v2,1,6.264348268508911,0.3539021453577913,0.7833333333333333,0.0,1.5700652692334613,445.0292268198615,45,-0.349740037194741,6.264348268508911,0.3539021453577913,-0.21666666666666667,-0.016666666666666666,0.0959232903031062,0.801272652777925,-0.074803133182066
oe_ft60_fold0_massrel_v2,1,0.16309579834342003,0.21202944269759422,0.5916666666666666,0.11666666666666667,1.2754182717205198,16.67137048555145,48,0.16143504299851452,0.16309579834342003,0.21202944269759422,-0.40833333333333344,-0.016666666666666663,0.10256226237844723,-0.10042542670941401,-0.053448779865649054
oe_ft60_fold0_massrel_v2,1,1.048102855682373,0.19264561024038718,0.7,0.25,1.1598432286117317,16.80961851056748,51,0.22002273621301638,1.048102855682373,0.19264561024038718,-0.30000000000000004,0.024999999999999994,-0.03132412412432228,-0.16863289885770882,0.014000666382884941
oe_ft60_fold0_massrel_v2,1,0.40243741124868393,0.2954513496329906,0.5499999999999999,0.15,1.1817944406993348,16.70120361839576,54,0.21724089079085657,0.40243741124868393,0.2954513496329906,-0.45000000000000007,0.033333333333333326,0.03617107001099473,-0.17082941058792755,0.011838164589553973
oe_ft60_fold0_massrel_v2,1,10.20293378829956,0.1454456753607173,0.8666666666666667,0.08333333333333333,1.274896589863596,148.54258814198226,57,-0.07353361761856303,10.20293378829956,0.1454456753607173,-0.1333333333333333,-0.016666666666666663,-0.013740159592772194,-0.5990293868689776,0.00012666553866136354
oe_ft60_fold1_massrel_v2,1,11.952359080314636,0.22106884524488593,0.75,0.3666666666666667,0.8639390571195484,37.66073125038788,1,0.5275450116050969,11.952359080314636,0.22106884524488593,-0.25,0.04999999999999999,-0.0954408076112867,-1.5349668938672139,0.12201655288203661
oe_ft60_fold1_massrel_v2,1,5.8733891248703,0.47882535907835194,0.6833333333333333,0.06666666666666667,1.2911553918730996,90.73113419741041,4,-0.033287459734904594,5.8733891248703,0.47882535907835194,-0.31666666666666665,-0.03333333333333334,-0.0680837083241248,0.46924434162967543,0.0292058231748984
oe_ft60_fold1_massrel_v2,1,1.1419884636998177,0.22156903518626814,0.75,0.2333333333333333,1.1659104115922756,21.727704076909422,7,0.16068574440523115,1.1419884636998177,0.22156903518626814,-0.25,-0.024999999999999994,0.08168355553531015,0.3670498838332641,-0.12796794516319887
oe_ft60_fold1_massrel_v2,1,1.4646611362695694,0.34108327122879445,0.725,0.21666666666666667,1.1038147530846065,124.25749013321958,10,0.2543078821685339,1.4646611362695694,0.34108327122879445,-0.275,0.0,-0.007965313990757394,0.18168168944943375,0.06622422466079439
oe_ft60_fold1_massrel_v2,1,4.928982317447662,0.14029017605261154,0.8916666666666666,0.2583333333333333,1.0955057097853422,29.266268165184336,13,0.29334519097754963,4.928982317447662,0.14029017605261154,-0.10833333333333339,0.016666666666666663,-0.05692708958574855,0.026450211660986156,0.0787554473302651
oe_ft60_fold1_massrel_v2,1,15.802530527114868,0.3291108230870161,0.65,0.11666666666666665,1.0413078743206405,70.48507187587835,16,0.3140120922817447,15.802530527114868,0.3291108230870161,-0.35,0.024999999999999994,-0.0797950625515127,-5.331694948948382,0.21756366409899897
oe_ft60_fold1_massrel_v2,1,9.360166788101196,0.22868894889194064,0.6583333333333334,0.15833333333333333,1.0069273856244263,106.77533704920032,19,0.2597548204688376,9.360166788101196,0.22868894889194064,-0.34166666666666656,0.016666666666666663,-0.02375369707145447,-2.252313967478301,0.04002782985057185
oe_ft60_fold1_massrel_v2,1,4.612503215670586,0.3160340117146324,0.75,0.2333333333333333,1.1751301308831337,47.05503378188745,22,0.30152791252708316,4.612503215670586,0.3160340117146324,-0.25,0.016666666666666635,0.04146542037820655,-0.45630971806976817,-0.032554450757036724
oe_ft60_fold1_massrel_v2,1,11.53246259689331,0.18762628733700037,0.7083333333333333,0.2333333333333333,1.0236057173062143,127.60521845652246,25,0.4605744256774947,11.53246259689331,0.18762628733700037,-0.29166666666666674,-0.05833333333333332,0.03221382004962847,2.18228093624748,0.01516449611035553
oe_ft60_fold1_massrel_v2,1,10.88106369972229,0.2525846505168263,0.7333333333333334,0.26666666666666666,1.1731425739632204,66.82230646492091,28,0.23984098174519375,10.88106369972229,0.2525846505168263,-0.2666666666666666,0.04166666666666666,0.02233765559868628,-0.43019966640376595,0.04814406144633279
oe_ft60_fold1_massrel_v2,1,4.754910975694656,0.25636492689443136,0.75,0.0,1.649646921654808,635.6737442815022,31,-0.37146187035651085,4.754910975694656,0.25636492689443136,-0.25,0.0,0.10366440667440657,-0.19967279887418954,-0.022263856851039543
oe_ft60_fold1_massrel_v2,1,10.10842227935791,0.3124568664449521,0.8500000000000001,0.3416666666666667,0.9867645585689105,39.913865047663606,34,0.383280613880767,10.10842227935791,0.3124568664449521,-0.1499999999999999,0.033333333333333326,0.017257533681480974,-0.9384812172364647,-0.015405843676143671
oe_ft60_fold1_massrel_v2,1,3.2755880802869797,0.08314136078169856,0.8999999999999999,0.10833333333333332,1.1610295862781281,26.331757562908216,37,0.13959029965131098,3.2755880802869797,0.08314136078169856,-0.10000000000000009,0.016666666666666663,-0.002557136854629549,-0.4425513539466266,0.032763833832541764
