alpha,branch_round,coverage,min_true,mean_true,mean_success
0.0,1,0.25,79.01892800496145,119.37546151473782,0.16666666666666666
0.0,2,0.25,74.7527883358511,118.96193088350014,0.16666666666666666
0.0,3,0.25,83.0707803821383,120.49351858918449,0.16666666666666666
0.0,4,0.25,91.23001972388795,119.98536604689825,0.16666666666666666
0.0,5,0.25,90.30989208095237,119.02362016106719,0.16666666666666666
0.0,6,0.25,89.90558217689436,118.53838063279471,0.16666666666666666
0.0,7,0.25,92.12527972050049,119.4491334807786,0.25
0.0,8,0.25,91.91889359014446,118.27372219840605,0.16666666666666666
0.0,9,0.25,91.21727587984618,118.30905615586192,0.16666666666666666
0.0,10,0.25,94.6989878245185,117.30525412988531,0.25
0.0,11,0.25,94.42909876516497,117.98838376118458,0.25
0.0,12,0.25,96.21195487554604,116.63672851777183,0.25
0.0,13,0.25,92.93702000269757,114.86586334269067,0.25
0.0,14,0.3333333333333333,90.68332426714852,114.11360175474465,0.25
0.0,15,0.25,93.20271584951304,112.20455086350977,0.25
0.0,16,0.3333333333333333,87.66256504787926,109.9848043719666,0.25
0.0,17,0.25,87.49292966604195,107.63319577028216,0.16666666666666666
0.0,18,0.3333333333333333,88.69839852464146,112.88745909732877,0.25
0.0,19,0.4166666666666667,87.31574208760635,113.46877312972815,0.25
0.0,20,0.4166666666666667,85.71078265661782,109.60266906024596,0.25
0.0,21,0.4166666666666667,86.11729749521238,107.97761402395916,0.16666666666666666
0.0,22,0.3333333333333333,83.430878855436,106.97749676341793,0.25
0.0,23,0.4166666666666667,86.50150217626793,106.94987286489499,0.16666666666666666
0.0,24,0.4166666666666667,86.27545038148547,107.81653160829951,0.16666666666666666
0.0,25,0.4166666666666667,86.59493763481566,105.66167725705348,0.25
0.5,1,0.25,79.01892800496145,119.37546151473782,0.16666666666666666
0.5,2,0.25,75.86202677092903,110.622484690399,0.16666666666666666
0.5,3,0.25,67.04317660715603,103.72937105959458,0.25
0.5,4,0.25,71.85249098029817,100.2241187795445,0.25
0.5,5,0.25,66.37394539306767,97.27854770109072,0.25
0.5,6,0.25,64.62764899062859,93.56881852952807,0.25
0.5,7,0.3333333333333333,61.13656312262953,90.53387290730814,0.25
0.5,8,0.25,60.143321858430234,87.61728402456895,0.25
0.5,9,0.3333333333333333,55.485681880032,84.13284873003549,0.25
0.5,10,0.3333333333333333,56.21350150257888,79.79551358286643,0.25
0.5,11,0.25,53.05537671409477,75.73071022662737,0.25
0.5,12,0.3333333333333333,52.65431762424465,71.04558048220248,0.25
0.5,13,0.4166666666666667,46.04207368178618,65.99542270835404,0.25
0.5,14,0.4166666666666667,41.33259800900347,62.45931852205061,0.25
0.5,15,0.3333333333333333,42.71819234001713,59.22436752372749,0.25
0.5,16,0.5,39.51745880206848,56.617265150848915,0.25
0.5,17,0.5833333333333334,38.00660645045419,54.76656343719731,0.25
0.5,18,0.5833333333333334,37.00408791801657,52.36125204099969,0.3333333333333333
0.5,19,0.5833333333333334,37.36113740983408,50.66457649880392,0.25
0.5,20,0.5833333333333334,36.15058167989325,50.92759845356943,0.3333333333333333
0.5,21,0.5833333333333334,36.888388891385574,50.29095971605016,0.3333333333333333
0.5,22,0.5833333333333334,35.799606432517564,49.19869517315277,0.3333333333333333
0.5,23,0.5833333333333334,36.28166904573628,46.102538521806,0.5
0.5,24,0.5833333333333334,35.67752129021,45.25445594312021,0.5833333333333334
0.5,25,0.5833333333333334,35.29329361853332,45.595462196620076,0.5833333333333334
1.0,1,0.25,79.01892800496145,119.37546151473782,0.16666666666666666
1.0,2,0.3333333333333333,66.9920420179142,101.11863885504233,0.16666666666666666
1.0,3,0.25,63.293759043802204,84.72580100390034,0.25
1.0,4,0.25,57.59067406773118,75.49820842762561,0.25
1.0,5,0.25,56.26954040902467,70.6617068656717,0.25
1.0,6,0.25,50.73439839535768,66.33510604581726,0.25
1.0,7,0.25,47.239954331547004,63.25260082167741,0.25
1.0,8,0.3333333333333333,45.1387182422572,58.72411872709312,0.25
1.0,9,0.3333333333333333,45.16943041577835,52.31730090911071,0.25
1.0,10,0.4166666666666667,41.69890003869663,51.15234251461586,0.25
1.0,11,0.5,39.084071096242816,48.45206573847876,0.3333333333333333
1.0,12,0.5,39.300365382455986,47.10285305267382,0.3333333333333333
1.0,13,0.5833333333333334,37.93376094977875,46.486228591169244,0.3333333333333333
1.0,14,0.5833333333333334,35.217808446980406,45.46351599370152,0.3333333333333333
1.0,15,0.5,37.64782510663479,43.1200736092925,0.5
1.0,16,0.5,37.44222715589378,41.78186873325466,0.5
1.0,17,0.5833333333333334,36.068973717342544,42.10597313362378,0.5
1.0,18,0.5833333333333334,35.8666343788798,41.71446072287983,0.5
1.0,19,0.5,36.399545269429936,41.485563783963975,0.5
1.0,20,0.5,36.087541065924036,41.818558304334566,0.5
1.0,21,0.5833333333333334,35.5720731100954,41.42903882038999,0.5
1.0,22,0.5833333333333334,35.22148887827591,40.7930102930822,0.5
1.0,23,0.5833333333333334,34.78966128437793,39.775981037735086,0.5
1.0,24,0.5833333333333334,34.32271656035764,39.20492467341169,0.5
1.0,25,0.5833333333333334,34.11892202134783,38.8717812987572,0.5
