episode_id,dataset_index,dataset_episode,dataset_start,goal_offset,horizon,receding_horizon,warm_start,success,time_to_success,steps_executed,initial_distance,final_distance,best_distance,final_pos_l2,best_pos_l2,final_angle_abs,best_angle_abs,distance_auc,mean_step_distance,episode_return,mean_action_l2,mean_action_delta_l2
19,1052717,8475,33,5,2,2,true,1,8.0,8,116.58341,170.05698,57.09279,13.82257,13.82257,0.026051283,0.026051283,792.1483764648438,99.01854705810547,-792.1483421325684,0.2858600364997983,0.2291449819292341
20,1052892,8476,69,5,2,2,true,1,7.0,7,134.76003,120.46913,80.057434,19.83499,19.83499,0.00022602081,0.00022602081,1236.0119400024414,176.57313428606307,-1236.011962890625,0.40224278824669973,0.3757212224105994
21,1170200,9554,35,5,2,2,true,1,5.0,5,44.04019,57.70973,44.04019,19.448713,19.448713,0.022329092,0.022329092,408.7596092224121,81.75192184448242,-408.75959396362305,0.20579321458935737,0.23279235139489174
22,1200404,9819,53,5,2,2,true,1,9.0,9,373.16284,94.0397,70.62639,12.561196,12.561196,0.0,0.0,1785.0329284667969,198.33699205186633,-1785.0329284667969,0.3418276210625966,0.34013184905052185
23,1231395,10072,54,5,2,2,true,1,9.0,9,193.52998,93.75659,51.47803,12.542232,12.542232,0.0005733967,0.0005733967,1522.1891441345215,169.13212712605795,-1522.1891441345215,0.3069058006836308,0.28982470696792006
24,1275305,10350,131,5,2,2,true,1,8.0,8,159.3793,55.12315,55.12315,19.417727,19.417727,0.0,0.0,836.1888008117676,104.52360010147095,-836.1888427734375,0.19749480951577425,0.20231480257851736
25,1296472,10475,92,5,2,2,true,1,2.0,2,29.6667,32.51105,29.6667,19.424353,19.424353,0.106417894,0.106417894,100.97666549682617,50.488332748413086,-100.97665405273438,0.1292087323963642,0.2353104054927826
26,1475908,11779,99,5,2,2,true,1,1.0,1,45.889442,42.32053,42.32053,12.422779,12.422779,0.011815548,0.011815548,42.32052993774414,42.32052993774414,-42.32052993774414,0.16383005678653717,0.0
27,1504599,12045,64,5,2,2,true,1,5.0,5,83.345474,68.82177,35.893665,8.7068205,8.7068205,0.0,0.0,257.7144546508789,51.54289093017578,-257.7144584655762,0.23620938509702682,0.11732097901403904
28,1529486,12222,86,5,2,2,true,1,2.0,2,110.35507,106.82644,58.634953,13.450234,13.450234,0.0,0.0,165.4613914489746,82.7306957244873,-165.46139526367188,0.25524768233299255,0.1497349888086319
29,1583777,12599,74,5,2,2,true,1,2.0,2,67.22678,22.58091,22.58091,18.397552,18.397552,0.0,0.0,75.94768905639648,37.97384452819824,-75.94767761230469,0.1289711594581604,0.12638108432292938
30,1629254,12974,22,5,2,2,true,1,6.0,6,118.27771,112.071144,45.275425,10.863359,10.863359,0.0,0.0,764.7764739990234,127.4627456665039,-764.7764854431152,0.3510422979791959,0.43402350023388864
31,1636680,13039,88,5,2,2,true,1,8.0,8,111.589485,22.229326,22.229326,13.727226,13.727226,0.0,0.0,508.6975727081299,63.587196588516235,-508.69759368896484,0.17004626709967852,0.11644224982176508
32,1676084,13317,62,5,2,2,true,1,8.0,8,273.63663,198.12509,166.7869,16.81194,16.81194,0.06274533,0.06274533,1618.7056274414062,202.33820343017578,-1618.7056121826172,0.16789113450795412,0.14136165912662232
33,1718564,13614,103,5,2,2,true,1,9.0,9,63.64535,57.975605,30.264147,13.713851,13.713851,0.011114359,0.011114359,583.9065227508545,64.87850252787273,-583.9065208435059,0.13672328988711038,0.13532909285277128
34,1770905,14057,79,5,2,2,true,1,7.0,7,195.00519,222.03952,68.66348,7.752962,7.752962,0.0,0.0,876.8676223754883,125.26680319649833,-876.8675994873047,0.35717953954424175,0.37064828102787334
35,1778110,14133,64,5,2,2,true,1,15.0,15,85.289474,125.20452,61.885204,18.070719,18.070719,0.0,0.0,1862.4245796203613,124.16163864135743,-1862.4245376586914,0.24982207988699276,0.2643062568136624
36,1807961,14355,97,5,2,2,true,1,1.0,1,43.444168,92.8478,43.444168,16.265106,16.265106,0.015889406,0.015889406,92.8478012084961,92.8478012084961,-92.84780883789062,0.27508997917175293,0.0
37,1818401,14449,93,5,2,2,true,1,10.0,10,332.89713,43.838623,43.838623,11.644523,11.644523,0.0,0.0,1754.2120475769043,175.42120475769042,-1754.2120361328125,0.4290146976709366,0.38596320980125004
38,1825719,14488,157,5,2,2,true,1,1.0,1,93.50552,75.550026,75.550026,10.444027,8.693949,0.042045355,0.042045355,75.5500259399414,75.5500259399414,-75.5500259399414,0.1536177098751068,0.0
39,1836079,14544,101,5,2,2,true,1,9.0,9,176.06671,116.60653,96.704254,5.161911,5.161911,0.0,0.0,1207.182601928711,134.1314002143012,-1207.1825942993164,0.3013722598552704,0.26636048313230276
40,1922182,15298,37,5,2,2,true,1,8.0,8,135.26477,66.877975,47.9666,16.734673,16.734673,0.041631937,0.041631937,957.0443878173828,119.63054847717285,-957.0444183349609,0.23291807621717453,0.24846046417951584
41,1933844,15444,21,5,2,2,true,1,10.0,10,154.25911,123.90746,32.141506,16.889187,16.889187,0.080700636,0.030576468,1090.0907249450684,109.00907249450684,-1090.090721130371,0.2775407835841179,0.2793562635779381
42,1962290,15700,28,5,2,2,true,1,1.0,1,74.392555,53.59167,53.59167,15.527557,15.527557,0.0,0.0,53.591670989990234,53.591670989990234,-53.591670989990234,0.10374873131513596,0.0
43,2005493,16018,63,5,2,2,true,1,8.0,8,199.35773,152.30305,76.15153,15.595011,15.595011,3.170967e-05,3.170967e-05,1287.6070556640625,160.9508819580078,-1287.607048034668,0.2926260530948639,0.31534466998917715
44,2006174,16022,32,5,2,2,true,1,9.0,9,51.817413,96.46196,30.264168,19.912336,19.912336,0.14289284,0.14289284,725.0017547607422,80.55575052897136,-725.0017528533936,0.20305872046285206,0.14566263742744923
45,2073994,16439,60,5,2,2,true,1,8.0,8,58.43282,148.97739,30.312641,14.454479,14.454479,0.0,0.0,697.5578231811523,87.19472789764404,-697.5578479766846,0.24281571432948112,0.21065678926450865
46,2086371,16565,95,5,2,2,true,1,8.0,8,183.88753,126.37092,126.37092,15.912389,15.912389,0.002768755,0.002768755,1320.8189163208008,165.1023645401001,-1320.8189239501953,0.23730537295341492,0.16979189323527472
47,2165357,17272,16,5,2,2,true,1,7.0,7,112.557205,136.20108,112.557205,18.700607,18.700607,0.0,0.0,1234.6630783081055,176.38043975830078,-1234.6630630493164,0.321423450750964,0.3765978328883648
48,2267418,17969,81,5,2,2,true,1,1.0,1,96.80587,102.12463,96.80587,10.026696,10.026696,0.0,0.0,102.1246337890625,102.1246337890625,-102.1246337890625,0.1534549593925476,0.0
49,2279057,18094,82,5,2,2,true,1,5.0,5,121.932076,81.81585,55.23359,9.793535,9.793535,0.0,0.0,435.9594535827637,87.19189071655273,-435.9594535827637,0.23251898884773253,0.2798130512237549
0,149296,1227,81,5,3,3,true,1,2.0,2,30.57157,21.15018,21.15018,18.69166,18.69166,0.07884455,0.07884455,64.14288330078125,32.071441650390625,-64.14288139343262,0.11199107393622398,0.09541693329811096
1,158910,1309,101,5,3,3,true,1,5.0,5,250.13242,50.90334,50.90334,19.674236,19.674236,0.0,0.0,590.2024116516113,118.04048233032226,-590.2024269104004,0.32490741461515427,0.26118573173880577
2,200969,1634,38,5,3,3,true,1,1.0,1,25.844416,107.98732,25.844416,16.215054,16.215054,0.11837244,0.11837244,107.98731994628906,107.98731994628906,-107.98731994628906,0.2836608588695526,0.0
3,208663,1690,60,5,3,3,true,1,13.0,13,127.956665,63.275814,32.330696,19.497103,19.497103,0.05672455,0.05672455,1195.7791633605957,91.98301256619968,-1195.7791709899902,0.19886787579609796,0.17600402298072973
4,215442,1751,80,5,3,3,true,1,13.0,13,104.777855,77.133446,40.91428,14.934885,14.934885,0.0,0.0,1036.5288314819336,79.73298703707181,-1036.5288124084473,0.1389645211971723,0.20088529835144678
5,220290,1805,68,5,3,3,true,1,10.0,10,431.3548,146.2785,83.47054,10.988568,10.988568,0.0,0.0,1802.6518173217773,180.26518173217772,-1802.6518096923828,0.3566632106900215,0.3526797170440356
6,300239,2569,48,5,3,3,true,1,13.0,13,294.57025,154.55412,154.55412,16.218954,16.218954,0.015454292,0.015454292,3070.9021911621094,236.22324547400842,-3070.9022369384766,0.22488045549163452,0.3063876157005628
7,386508,3170,99,5,3,3,true,1,10.0,10,30.66988,31.438385,30.66988,19.995588,14.487615,0.016342163,0.016342163,582.818229675293,58.281822967529294,-582.8182106018066,0.12888525240123272,0.14379200670454237
8,426985,3495,37,5,3,3,true,1,13.0,13,50.11252,35.135704,35.135704,18.245588,18.245588,0.082160234,0.082160234,1019.010612487793,78.38543172983023,-1019.0106010437012,0.1862824662373616,0.25845748993257683
9,471085,3827,114,5,3,3,true,1,5.0,5,144.55028,105.375374,105.375374,18.446747,18.446747,0.0,0.0,849.0668640136719,169.81337280273436,-849.0668411254883,0.32387794107198714,0.6187594458460808
10,531188,4285,38,5,3,3,true,1,13.0,13,35.90863,69.628494,35.90863,19.635664,19.635664,0.028500319,0.028500319,1165.815860748291,89.67814313448392,-1165.8158378601074,0.18789124087645456,0.2142767428110043
11,646495,5128,177,5,3,3,true,1,12.0,12,78.75902,58.706757,24.526127,17.29255,17.29255,0.067506075,0.067506075,785.9711303710938,65.49759419759114,-785.9711322784424,0.16404048632830381,0.255970646711913
12,828539,6646,15,5,3,3,true,1,15.0,15,85.67212,154.9136,45.509014,7.79752,7.79752,0.0029592514,0.0029592514,1236.7308387756348,82.44872258504232,-1236.730800628662,0.1447453334617118,0.1560691221218024
13,866664,6972,72,5,3,3,true,1,13.0,13,75.93289,148.35956,75.93289,16.589048,16.589048,0.011465073,0.011465073,1504.7128524780273,115.7471424983098,-1504.7128677368164,0.24356992026934257,0.20110281060139337
14,940561,7566,19,5,3,3,true,1,13.0,13,313.58438,130.70193,130.70193,19.524647,19.524647,0.1186142,0.1186142,3541.3429260253906,272.41099430964545,-3541.3428802490234,0.3484863898036285,0.38052845156441134
15,1012448,8216,111,5,3,3,true,1,13.0,13,20.907705,113.51727,20.907705,18.453289,18.01828,0.023448944,0.023448944,1153.1744270324707,88.7057251563439,-1153.1744194030762,0.2046855392937477,0.302915350223581
16,1026015,8299,147,5,3,3,true,1,14.0,14,228.7373,36.109165,36.109165,18.116814,18.116814,0.0,0.0,2329.945369720459,166.42466926574707,-2329.9453926086426,0.2550326974264213,0.35115909347167384
17,1036517,8362,128,5,3,3,true,1,15.0,15,96.538155,183.92513,64.96628,19.291918,19.291918,0.037023306,0.037023306,1868.8040390014648,124.586935933431,-1868.804054260254,0.285244944691658,0.24818255612626672
18,1041794,8396,91,5,3,3,true,1,1.0,1,10.34635,103.54541,10.34635,9.240907,4.630897,0.0006902218,0.0006902218,103.54541015625,103.54541015625,-103.54541015625,0.27953705191612244,0.0
19,1052717,8475,33,5,3,3,true,1,9.0,9,116.58341,204.76477,50.602562,19.463463,19.463463,0.026051283,0.026051283,1414.2280807495117,157.13645341661243,-1414.2280769348145,0.40845274635487133,0.44536219956353307
20,1052892,8476,69,5,3,3,true,1,6.0,6,134.76003,98.59852,86.30421,16.232033,16.232033,0.00022602081,0.00022602081,1008.5358352661133,168.08930587768555,-1008.5357971191406,0.40362804507215816,0.5168591111898422
21,1170200,9554,35,5,3,3,true,1,14.0,14,44.04019,132.91003,44.04019,15.642997,15.642997,0.05477023,0.05477023,1829.5378036499023,130.68127168927873,-1829.5377578735352,0.2506068577723844,0.2710673367747894
22,1200404,9819,53,5,3,3,true,1,14.0,14,373.16284,79.40122,79.40122,10.12184,10.12184,0.0,0.0,3066.708938598633,219.05063847133093,-3066.7089462280273,0.3028984743037394,0.34811232067071474
23,1231395,10072,54,5,3,3,true,1,14.0,14,193.52998,151.39262,83.74759,12.135649,12.135649,0.0005733967,0.0005733967,2705.664108276367,193.26172201974052,-2705.664047241211,0.3151834213307926,0.30159007070156246
24,1275305,10350,131,5,3,3,true,1,14.0,14,159.3793,52.576313,23.779774,19.384764,19.384764,0.0,0.0,1394.6637878417969,99.61884198869977,-1394.6637535095215,0.16914857059184993,0.15790812570888263
25,1296472,10475,92,5,3,3,true,1,11.0,11,29.6667,48.657574,27.960855,16.238016,16.238016,0.106417894,0.106417894,808.9737873077393,73.54307157343084,-808.9737720489502,0.14125412838025528,0.14008015394210815
26,1475908,11779,99,5,3,3,true,1,1.0,1,45.889442,91.889915,45.889442,6.7999954,6.7999954,0.0051939487,0.0051939487,91.8899154663086,91.8899154663086,-91.88992309570312,0.26290255784988403,0.0
27,1504599,12045,64,5,3,3,true,1,9.0,9,83.345474,59.55377,40.710407,19.775114,19.775114,0.0,0.0,588.2281837463379,65.35868708292644,-588.2281837463379,0.15301288581556743,0.19752311147749424
28,1529486,12222,86,5,3,3,true,1,3.0,3,110.35507,80.16992,72.16663,9.595525,9.595525,0.0,0.0,239.20562744140625,79.73520914713542,-239.20561981201172,0.21305935829877853,0.1193634681403637
29,1583777,12599,74,5,3,3,true,1,7.0,7,67.22678,110.702896,30.988688,15.987324,15.987324,0.0,0.0,517.6448841094971,73.94926915849958,-517.6448745727539,0.19265490451029368,0.17887533890704313
