split,generator,scorer,is_self_scorer,step,n_states,elite_count,mean_elite_overlap,mean_update_cosine,mean_relative_update_error,mean_learned_elite_success_fraction,mean_oracle_elite_success_fraction
all,pd_d192_k10_eval,pd_d192_k3_eval,False,1,12,30,0.3416666666666666,0.48760901041913435,0.9558199000313313,0.11111111111111112,0.19444444444444445
all,pd_d192_k10_eval,pd_d192_k3_eval,False,2,12,30,0.28888888888888886,0.38115132697664983,1.0555750641135335,0.17222222222222225,0.30833333333333335
all,pd_d192_k10_eval,pd_d192_k3_eval,False,4,12,30,0.275,0.341462455817241,1.1420004125984722,0.18611111111111112,0.3111111111111111
all,pd_d192_k10_eval,pd_d192_k3_eval,False,9,12,30,0.32499999999999996,0.3477885984018602,1.111368080982662,0.24166666666666667,0.3972222222222222
all,pd_d192_k10_eval,pd_d192_k3_eval,False,19,12,30,0.4222222222222222,0.48789491167016324,0.9560694215735875,0.325,0.4388888888888889
all,pd_d192_k10_eval,pd_d192_k3_eval,False,29,12,30,0.3222222222222222,0.39321806901833595,1.0735556084954543,0.375,0.4805555555555556
all,pd_d192_k10_eval,iter2_multistep_eval,False,0,12,30,0.5444444444444444,0.6173108222640191,0.7581972373659203,0.05555555555555555,0.07777777777777777
all,pd_d192_k10_eval,iter2_multistep_eval,False,1,12,30,0.4694444444444444,0.5401650356491325,0.8642069933603239,0.14166666666666666,0.19444444444444445
all,pd_d192_k10_eval,iter2_multistep_eval,False,2,12,30,0.3833333333333333,0.45194290635946666,0.9969569193565162,0.19166666666666668,0.30833333333333335
all,pd_d192_k10_eval,iter2_multistep_eval,False,4,12,30,0.3444444444444445,0.34466712880263356,1.1106315492014216,0.2333333333333333,0.3111111111111111
all,pd_d192_k10_eval,iter2_multistep_eval,False,9,12,30,0.2888888888888889,0.2738314761312208,1.1244550934241249,0.2777777777777778,0.3972222222222222
all,pd_d192_k10_eval,iter2_multistep_eval,False,19,12,30,0.27222222222222225,0.26128814556163377,1.1248750271433254,0.33055555555555555,0.4388888888888889
all,pd_d192_k10_eval,iter2_multistep_eval,False,29,12,30,0.19722222222222222,0.23866564605339755,1.182359398878166,0.4000000000000001,0.4805555555555556
all,pd_d192_k10_eval,pd_d192_k10_eval,True,0,12,30,0.5111111111111112,0.5519786378313316,0.8161899858503493,0.05833333333333333,0.07777777777777777
all,pd_d192_k10_eval,pd_d192_k10_eval,True,1,12,30,0.43611111111111106,0.4768767476289985,0.9197966703441582,0.12777777777777777,0.19444444444444445
all,pd_d192_k10_eval,pd_d192_k10_eval,True,2,12,30,0.3666666666666667,0.3934127292205,0.983561852524849,0.19166666666666668,0.30833333333333335
all,pd_d192_k10_eval,pd_d192_k10_eval,True,4,12,30,0.3055555555555556,0.2874007991737782,1.096495682490813,0.21944444444444444,0.3111111111111111
all,pd_d192_k10_eval,pd_d192_k10_eval,True,9,12,30,0.21944444444444441,0.14833129309135276,1.1793458832692703,0.24166666666666667,0.3972222222222222
all,pd_d192_k10_eval,pd_d192_k10_eval,True,19,12,30,0.15833333333333335,0.2027443518849776,1.1345180748671084,0.3055555555555555,0.4388888888888889
all,pd_d192_k10_eval,pd_d192_k10_eval,True,29,12,30,0.1111111111111111,0.21707256822202523,1.0949422983226305,0.38055555555555554,0.4805555555555556
dev,pd_d192_k3_eval,pd_d192_k3_eval,True,0,6,30,0.48333333333333334,0.5827248797598232,0.8492518024909779,0.08333333333333333,0.12222222222222222
