shift,k,env_steps,metric,mean,std,median,p25,p75,n
id,9,45,first_block_l2,2.836951971054077,1.8527123928070068,3.1727607250213623,1.9712004661560059,4.088933944702148,100
id,9,45,true_cost_regret,14.812039375305176,22.48809242248535,4.380313396453857,0.22063952684402466,19.747724533081055,100
id,9,45,drift_cost_regret_of_true_best,16.628883361816406,28.762826919555664,4.041769027709961,0.05170917510986328,20.54556655883789,100
id,9,45,cost_pearson,0.7713971734046936,0.32584095001220703,0.9151684641838074,0.7836987376213074,0.9785767197608948,100
id,9,45,cost_spearman,0.7601748108863831,0.3513522446155548,0.9158928394317627,0.7207014560699463,0.9815310835838318,100
id,9,45,top5_overlap,0.31800001859664917,0.3476722538471222,0.20000000298023224,0.0,0.6000000238418579,100
id,9,45,top10_overlap,0.4190000295639038,0.3500556945800781,0.4000000059604645,0.0,0.7250000238418579,100
id,9,45,expert_rank_true,6.329999923706055,20.130599975585938,0.0,0.0,4.0,100
id,9,45,expert_rank_drift,34.61000061035156,60.265228271484375,8.0,1.0,26.5,100
id,10,50,latent_mse,0.5333821773529053,0.5108790397644043,0.33454614877700806,0.1795543134212494,0.6190309524536133,100
id,10,50,top1_same,0.07000000029802322,0.25514698028564453,0.0,0.0,0.0,100
id,10,50,first_block_l2,3.784169912338257,1.4481172561645508,3.88037109375,3.307410717010498,4.698714256286621,100
id,10,50,true_cost_regret,13.780274391174316,22.551328659057617,4.518754005432129,0.8097086548805237,19.88326644897461,100
id,10,50,drift_cost_regret_of_true_best,15.948589324951172,21.80832862854004,7.757811546325684,2.2992305755615234,21.439477920532227,100
id,10,50,cost_pearson,0.6097468137741089,0.3989018499851227,0.7825660705566406,0.39964181184768677,0.8968992829322815,100
id,10,50,cost_spearman,0.5552370548248291,0.3673117756843567,0.6583378314971924,0.33260971307754517,0.8229224681854248,100
id,10,50,top5_overlap,0.10200000554323196,0.21446678042411804,0.0,0.0,0.0,100
id,10,50,top10_overlap,0.14000001549720764,0.21908903121948242,0.0,0.0,0.20000000298023224,100
id,10,50,expert_rank_true,180.5800018310547,83.93368530273438,225.0,110.5,250.25,100
id,10,50,expert_rank_drift,150.60000610351562,97.43993377685547,188.0,43.75,249.75,100
