run,epoch,n_val_states,val_states,base_score_mae,base_score_normalized_mae,base_topk_overlap,elite_overlap,relative_update_error,selected_elite_true_cost,update_cosine
oe_ft60_fold2_all_lr2e6_a02_v1,5,20,"2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59",25.23724658936262,0.554891046461419,0.46624999999999994,0.22749999999999998,1.1314453845812282,88.21992462012547,0.2856346094396982
oe_ft60_fold0_all_lr2e6_a02_v1,6,20,"0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57",22.712094148993494,0.4806936668528216,0.5029166666666668,0.17250000000000001,1.1949165792467884,112.61456168018007,0.19741965969906122
oe_ft60_fold1_all_lr2e6_a02_v1,6,20,"1,4,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58",29.02809306681156,0.5834746282173906,0.3916666666666667,0.21666666666666665,1.1646352132363056,101.51229435920331,0.25074451387436014
oe_ft60_fold2_all_lr2e6_a02_v1,6,20,"2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59",27.839952421188354,0.5916923152588426,0.42874999999999996,0.22541666666666668,1.1499567988117474,88.39787331337075,0.2784667362016139
oe_ft60_fold0_all_lr2e6_a02_v1,7,20,"0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57",24.652884420007467,0.5105824698944619,0.475,0.17458333333333334,1.2021378588020923,112.56724263389765,0.19696028330514764
oe_ft60_fold1_all_lr2e6_a02_v1,7,20,"1,4,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58",32.19042812883854,0.6335002909223334,0.34916666666666674,0.21583333333333332,1.1814777447448108,101.35682478712576,0.25058591488466353
oe_ft60_fold2_all_lr2e6_a02_v1,7,20,"2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59",30.009304237365722,0.6250222520644072,0.4041666666666667,0.22333333333333333,1.1614348545826967,88.89461460309428,0.27223903412520106
oe_ft60_fold0_all_lr2e6_a02_v1,8,20,"0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57",26.53635602667928,0.5488910970617771,0.4387500000000001,0.17124999999999999,1.2124031611922033,112.76157935049011,0.18806332518562596
oe_ft60_fold1_all_lr2e6_a02_v1,8,20,"1,4,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58",34.9256627112627,0.6710523699053565,0.3204166666666667,0.21541666666666667,1.184351309546148,101.34543758559627,0.2554607997224504
oe_ft60_fold2_all_lr2e6_a02_v1,8,20,"2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59",32.39195941388607,0.6700671732480036,0.37625,0.21833333333333335,1.1783998659134283,89.13034033227584,0.2663382275402238
oe_ft60_fold0_all_lr2e6_a02_v1,9,20,"0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57",28.1198897190392,0.5756778886623549,0.4166666666666667,0.17416666666666664,1.2191946372102995,112.89370999541215,0.18980265241227126
oe_ft60_fold1_all_lr2e6_a02_v1,9,20,"1,4,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58",37.26240819394589,0.6887742903653732,0.31208333333333327,0.21166666666666667,1.1963383344196847,101.33096102502861,0.25021940145348665
oe_ft60_fold2_all_lr2e6_a02_v1,9,20,"2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59",34.01091474890709,0.6939653160228934,0.35375,0.21625000000000005,1.1875073331640582,89.58236344216932,0.26399159163822045
oe_ft60_fold0_all_lr2e6_a02_v1,10,20,"0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57",29.805172994732857,0.6027088862572234,0.3916666666666667,0.17416666666666666,1.226212472457954,112.85583126752155,0.19044348631367355
oe_ft60_fold1_all_lr2e6_a02_v1,10,20,"1,4,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58",39.861439627408984,0.7235509837528944,0.28375,0.21916666666666668,1.2026618211851614,101.06089064556605,0.2567693822146489
oe_ft60_fold2_all_lr2e6_a02_v1,10,20,"2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59",35.452185437083244,0.7029243533604793,0.33625000000000005,0.21625,1.1909315769060345,89.93400325482128,0.26467709399708805
