kind,shift,reference,interval,metric,k,env_steps,mean,std,median,p25,p75,n
regrounded_rollout_error,id,,3,mse,1,5,0.01629195362329483,0.01845702901482582,0.010034772567451,0.006468420382589102,0.017566896975040436,200
regrounded_rollout_error,id,,3,mse,2,10,0.036431171000003815,0.045466579496860504,0.020586667582392693,0.011334202252328396,0.038265928626060486,200
regrounded_rollout_error,id,,3,mse,3,15,0.06605664640665054,0.0983668863773346,0.03370286896824837,0.01843145489692688,0.0761486068367958,200
regrounded_rollout_error,id,,3,mse,4,20,0.02314784564077854,0.026299580931663513,0.013821041211485863,0.00875312089920044,0.0246140044182539,200
regrounded_rollout_error,id,,3,mse,5,25,0.061035431921482086,0.08036202192306519,0.034297894686460495,0.017180604860186577,0.06745336949825287,200
regrounded_rollout_error,id,,3,mse,6,30,0.11023595184087753,0.15922921895980835,0.056519605219364166,0.028885945677757263,0.13241291046142578,200
regrounded_rollout_error,id,,3,mse,7,35,0.022033829241991043,0.019943226128816605,0.01527775265276432,0.009351733140647411,0.02768760547041893,200
regrounded_rollout_error,id,,3,mse,8,40,0.05163826048374176,0.05112655088305473,0.035726480185985565,0.021909287199378014,0.060088109225034714,200
regrounded_rollout_error,id,,3,mse,9,45,0.09589630365371704,0.08626899123191833,0.06772138178348541,0.04248066991567612,0.12472156435251236,200
regrounded_rollout_error,id,,3,mse,10,50,0.03760744631290436,0.04297727346420288,0.0241323821246624,0.011844811029732227,0.04029775410890579,200
regrounded_rollout_error,id,,3,l2,0,0,0.0,0.0,0.0,0.0,0.0,200
regrounded_rollout_error,id,,3,l2,1,5,1.5998845100402832,0.7539396286010742,1.388047456741333,1.114422082901001,1.8365304470062256,200
regrounded_rollout_error,id,,3,l2,2,10,2.3428151607513428,1.2271928787231445,1.9881194829940796,1.4751784801483154,2.7105376720428467,200
regrounded_rollout_error,id,,3,l2,3,15,3.06648325920105,1.8109546899795532,2.543776035308838,1.8811782598495483,3.823671340942383,200
regrounded_rollout_error,id,,3,l2,4,20,1.8996654748916626,0.9141431450843811,1.6289982795715332,1.2963790893554688,2.17391037940979,200
