epoch,n_folds,n_heldout_states,base_score_mae,elite_overlap,relative_update_error,selected_elite_true_cost,update_cosine,base_score_mae_delta_vs_epoch0,elite_overlap_delta_vs_epoch0,relative_update_error_delta_vs_epoch0,selected_elite_true_cost_delta_vs_epoch0,update_cosine_delta_vs_epoch0
0,3,12,0.0,0.14722222222222223,1.2007281924177085,107.41298082379556,0.12126218024505392,0.0,0.0,0.0,0.0,0.0
1,3,12,8.875633217394352,0.12222222222222223,1.2702783735891379,108.79221012210498,0.07763971937002896,8.875633217394352,-0.024999999999999994,0.06955018117142941,1.3792292983094114,-0.04362246087502496
2,3,12,13.289704598486423,0.12152777777777779,1.3036173300747718,109.52178451512543,0.044853047529590025,13.289704598486423,-0.025694444444444436,0.10288913765706331,2.108803691329868,-0.0764091327154639
3,3,12,17.224431882301968,0.11666666666666665,1.3221377750687877,110.11440843566281,0.04203793323646913,17.224431882301968,-0.030555555555555572,0.12140958265107926,2.7014276118672456,-0.0792242470085848
4,3,12,19.97378869354725,0.125,1.3512379926692202,109.59325494046692,0.03749695605428031,19.97378869354725,-0.022222222222222227,0.15050980025151173,2.180274116671356,-0.08376522419077362
5,3,12,22.82739144563675,0.1173611111111111,1.3504108535060562,110.14807918772449,0.05346290642102508,22.82739144563675,-0.02986111111111113,0.1496826610883477,2.735098363928927,-0.06779927382402884
