shift,k,env_steps,metric,mean,std,median,p25,p75,n
id,1,5,latent_mse,0.014394866302609444,0.016377277672290802,0.008963743224740028,0.004841325338929892,0.012830070219933987,100
id,1,5,top1_same,0.7599999904632568,0.42708316445350647,1.0,1.0,1.0,100
id,1,5,first_block_l2,1.0568408966064453,1.9388748407363892,0.0,0.0,0.0,100
id,1,5,true_cost_regret,6.700704574584961,24.5028076171875,0.0,0.0,0.0,100
id,1,5,drift_cost_regret_of_true_best,4.112255096435547,15.33053970336914,0.0,0.0,0.0,100
id,1,5,cost_pearson,0.9735022783279419,0.05772620067000389,0.9884700775146484,0.9769101142883301,0.995942234992981,100
id,1,5,cost_spearman,0.9788404703140259,0.032587386667728424,0.9873473048210144,0.9731521010398865,0.9965665340423584,100
id,1,5,expert_rank_true,36.22999954223633,67.56698608398438,2.0,0.0,37.75,100
id,1,5,expert_rank_drift,40.22999954223633,71.79218292236328,2.0,0.0,38.5,100
id,3,15,latent_mse,0.06164861097931862,0.08917064219713211,0.030284151434898376,0.01716528832912445,0.06897193193435669,100
id,3,15,top1_same,0.75,0.4330126941204071,1.0,0.75,1.0,100
id,3,15,first_block_l2,1.0159775018692017,1.8838952779769897,0.0,0.0,0.4725259840488434,100
id,3,15,true_cost_regret,12.302194595336914,36.41849136352539,0.0,0.0,0.2363758087158203,100
id,3,15,drift_cost_regret_of_true_best,11.358863830566406,32.9368896484375,0.0,0.0,0.09894371032714844,100
id,3,15,cost_pearson,0.9374139904975891,0.12433977425098419,0.9782016277313232,0.9306747317314148,0.990726113319397,100
id,3,15,cost_spearman,0.9423011541366577,0.10059946030378342,0.9796109795570374,0.9267774224281311,0.9916147589683533,100
id,3,15,expert_rank_true,9.199999809265137,35.817874908447266,0.0,0.0,1.0,100
id,3,15,expert_rank_drift,14.649999618530273,46.42485809326172,0.0,0.0,2.0,100
id,5,25,latent_mse,0.13339635729789734,0.20262110233306885,0.07065175473690033,0.029675377532839775,0.14420142769813538,100
id,5,25,top1_same,0.75,0.4330126941204071,1.0,0.75,1.0,100
id,5,25,first_block_l2,0.8756464123725891,1.5924683809280396,0.0,0.0,0.5482420325279236,100
id,5,25,true_cost_regret,17.845338821411133,44.61832809448242,0.0,0.0,0.40027546882629395,100
id,5,25,drift_cost_regret_of_true_best,14.981866836547852,41.448394775390625,0.0,0.0,0.13994598388671875,100
id,5,25,cost_pearson,0.9069390892982483,0.14436407387256622,0.9586929082870483,0.8973556756973267,0.9887247681617737,100
id,5,25,cost_spearman,0.907782793045044,0.14966458082199097,0.9653528332710266,0.8904713988304138,0.9883610010147095,100
id,5,25,expert_rank_true,1.149999976158142,5.795472621917725,0.0,0.0,0.0,100
id,5,25,expert_rank_drift,9.470000267028809,39.28726577758789,0.0,0.0,1.0,100
id,10,50,latent_mse,0.4981200695037842,0.41204434633255005,0.3774990439414978,0.20824261009693146,0.5937741994857788,100
id,10,50,top1_same,0.1899999976158142,0.39230093359947205,0.0,0.0,0.0,100
id,10,50,first_block_l2,3.4244213104248047,1.9152408838272095,3.9125046730041504,2.6877024173736572,4.742367267608643,100
id,10,50,true_cost_regret,26.806386947631836,35.11141586303711,11.264633178710938,2.5795295238494873,44.187103271484375,100
id,10,50,drift_cost_regret_of_true_best,24.094839096069336,40.175689697265625,8.251361846923828,2.172867774963379,28.396268844604492,100
id,10,50,cost_pearson,0.8112291693687439,0.19336116313934326,0.8964658975601196,0.7260339260101318,0.9564753770828247,100
id,10,50,cost_spearman,0.7309613823890686,0.2533455789089203,0.8163402676582336,0.6183053255081177,0.9196107983589172,100
id,10,50,expert_rank_true,232.97999572753906,36.77280807495117,249.0,231.0,254.0,100
id,10,50,expert_rank_drift,225.9199981689453,51.039527893066406,248.0,221.0,254.0,100
visual,1,5,latent_mse,0.11228891462087631,0.081009142100811,0.08038493990898132,0.05251247063279152,0.1489221602678299,100
visual,1,5,top1_same,0.20999999344348907,0.4073082506656647,0.0,0.0,0.0,100
visual,1,5,first_block_l2,3.3626041412353516,1.9659717082977295,3.8779797554016113,2.5543172359466553,4.653071403503418,100
visual,1,5,true_cost_regret,6.898869514465332,9.44503402709961,3.561100959777832,0.24541044235229492,10.546119689941406,100
visual,1,5,drift_cost_regret_of_true_best,8.039009094238281,12.090127944946289,3.037027359008789,0.38459300994873047,8.6926851272583,100
visual,1,5,cost_pearson,0.7213363647460938,0.24583470821380615,0.7974045276641846,0.6093936562538147,0.9192237257957458,100
visual,1,5,cost_spearman,0.6961090564727783,0.2692696750164032,0.7588685750961304,0.5653954148292542,0.8979427218437195,100
visual,1,5,expert_rank_true,196.58999633789062,79.00292205810547,237.0,164.25,255.0,100
visual,1,5,expert_rank_drift,192.17999267578125,84.79096221923828,241.5,153.0,253.25,100
visual,3,15,latent_mse,0.3436765968799591,0.23482969403266907,0.24762898683547974,0.1566881239414215,0.4782862961292267,100
