kind,shift,metric,k,env_steps,mean,std,median,p25,p75,n
rollout_error,id,cosine,2,10,0.019818417727947235,0.02660834603011608,0.010323196649551392,0.00531923770904541,0.019464686512947083,200
rollout_error,id,cosine,3,15,0.03576505556702614,0.05657752603292465,0.016768544912338257,0.008983924984931946,0.040179550647735596,200
rollout_error,id,cosine,4,20,0.05550806596875191,0.08988870680332184,0.025946855545043945,0.014976337552070618,0.06618189811706543,200
rollout_error,id,cosine,5,25,0.08185471594333649,0.12882676720619202,0.03648975491523743,0.020605847239494324,0.08480215072631836,200
rollout_error,id,cosine,6,30,0.11339384317398071,0.15846864879131317,0.05527549982070923,0.028950557112693787,0.12947554886341095,200
rollout_error,id,cosine,7,35,0.14464707672595978,0.18593336641788483,0.07468008995056152,0.039590880274772644,0.16009503602981567,200
rollout_error,id,cosine,8,40,0.17554058134555817,0.2067718803882599,0.09292155504226685,0.048777833580970764,0.19191652536392212,200
rollout_error,id,cosine,9,45,0.21015125513076782,0.2188495546579361,0.126761794090271,0.07441283762454987,0.23348431289196014,200
rollout_error,id,cosine,10,50,0.2468365728855133,0.21800674498081207,0.18571758270263672,0.09730738401412964,0.30686521530151367,200
rollout_error,visual,mse,0,0,6.101203391247964e-14,1.558618888792239e-14,5.922574984693757e-14,4.8538033808149736e-14,7.34996509184696e-14,200
rollout_error,visual,mse,1,5,0.11160970479249954,0.08956915885210037,0.07988971471786499,0.04966340959072113,0.14203856885433197,200
rollout_error,visual,mse,2,10,0.2229911983013153,0.1623915582895279,0.1669948548078537,0.10084071010351181,0.27584171295166016,200
rollout_error,visual,mse,3,15,0.3097400367259979,0.20035044848918915,0.25279557704925537,0.15456917881965637,0.41207513213157654,200
rollout_error,visual,mse,4,20,0.37837162613868713,0.2192230075597763,0.340928316116333,0.19540151953697205,0.49695566296577454,200
rollout_error,visual,mse,5,25,0.438669890165329,0.2297552078962326,0.3965936601161957,0.24784040451049805,0.5823549032211304,200
rollout_error,visual,mse,6,30,0.4866075813770294,0.24389013648033142,0.43350014090538025,0.28548961877822876,0.6308008432388306,200
rollout_error,visual,mse,7,35,0.5352638363838196,0.2531698942184448,0.5071487426757812,0.3171672821044922,0.6900395750999451,200
rollout_error,visual,mse,8,40,0.5732654333114624,0.2600204646587372,0.5273383855819702,0.35775721073150635,0.7677066326141357,200
rollout_error,visual,mse,9,45,0.6143454313278198,0.26155924797058105,0.5820531249046326,0.4086243212223053,0.7815983891487122,200
rollout_error,visual,mse,10,50,0.6556552648544312,0.2592053711414337,0.6177223324775696,0.45449697971343994,0.7997402548789978,200
rollout_error,visual,l2,0,0,3.394570057935198e-06,4.372718933609576e-07,3.3721423733368283e-06,3.052751026189071e-06,3.7565851016552188e-06,200
rollout_error,visual,l2,1,5,4.333524227142334,1.627768635749817,3.9164795875549316,3.087937831878662,5.222179412841797,200
rollout_error,visual,l2,2,10,6.171126842498779,2.1752021312713623,5.662413120269775,4.400144577026367,7.27734899520874,200
rollout_error,visual,l2,3,15,7.346400260925293,2.3453118801116943,6.966511249542236,5.4476799964904785,8.894791603088379,200
rollout_error,visual,l2,4,20,8.182147026062012,2.3874311447143555,8.09062385559082,6.125118732452393,9.767966270446777,200
rollout_error,visual,l2,5,25,8.864322662353516,2.3766345977783203,8.726165771484375,6.898174285888672,10.574125289916992,200
rollout_error,visual,l2,6,30,9.367362976074219,2.3835208415985107,9.123148918151855,7.403615474700928,11.005167961120605,200
rollout_error,visual,l2,7,35,9.858242988586426,2.3634021282196045,9.867740631103516,7.803596496582031,11.51032543182373,200
rollout_error,visual,l2,8,40,10.221731185913086,2.362874746322632,10.062249183654785,8.287884712219238,12.140748977661133,200
rollout_error,visual,l2,9,45,10.617356300354004,2.286064863204956,10.571380615234375,8.857297897338867,12.250179290771484,200
rollout_error,visual,l2,10,50,10.998617172241211,2.217261552810669,10.890447616577148,9.3414888381958,12.391517639160156,200
rollout_error,visual,cosine,0,0,9.53674295089968e-09,7.455109596321563e-08,0.0,0.0,5.960464477539063e-08,200
rollout_error,visual,cosine,1,5,0.14924520254135132,0.12924237549304962,0.09974494576454163,0.057045623660087585,0.194250226020813,200
rollout_error,visual,cosine,2,10,0.2822880148887634,0.20461386442184448,0.21935495734214783,0.11874525249004364,0.4173610806465149,200
rollout_error,visual,cosine,3,15,0.376364141702652,0.23292909562587738,0.3468867242336273,0.17484524846076965,0.5445206165313721,200
rollout_error,visual,cosine,4,20,0.4441545903682709,0.25560057163238525,0.43269339203834534,0.21851803362369537,0.6450636386871338,200
rollout_error,visual,cosine,5,25,0.495798259973526,0.2634575664997101,0.4863000512123108,0.2677995264530182,0.7016817331314087,200
rollout_error,visual,cosine,6,30,0.5300672054290771,0.26795268058776855,0.5310312509536743,0.29717907309532166,0.7437666058540344,200
rollout_error,visual,cosine,7,35,0.556067168712616,0.2647740840911865,0.5477008819580078,0.3270004391670227,0.7600476741790771,200
rollout_error,visual,cosine,8,40,0.5771306753158569,0.2634798586368561,0.5610305070877075,0.3483753502368927,0.8154888153076172,200
rollout_error,visual,cosine,9,45,0.6020300388336182,0.2636357247829437,0.6086716055870056,0.37155091762542725,0.8262185454368591,200
rollout_error,visual,cosine,10,50,0.6209511160850525,0.25849243998527527,0.6373476982116699,0.40414008498191833,0.8187920451164246,200
rollout_error,geometry,mse,0,0,8.736066747392843e-14,1.8065777891121577e-14,8.508077326430802e-14,7.429999540967125e-14,9.903318128664379e-14,200
rollout_error,geometry,mse,1,5,0.0817139521241188,0.1495816707611084,0.026871321722865105,0.014214149676263332,0.0721697211265564,200
rollout_error,geometry,mse,2,10,0.14528711140155792,0.227061927318573,0.06378564238548279,0.033310797065496445,0.14879107475280762,200
rollout_error,geometry,mse,3,15,0.2245602011680603,0.3246058523654938,0.10407610237598419,0.052764445543289185,0.23042365908622742,200
rollout_error,geometry,mse,4,20,0.30978628993034363,0.37819916009902954,0.15946099162101746,0.0681314617395401,0.35436031222343445,200
rollout_error,geometry,mse,5,25,0.3687937259674072,0.40109315514564514,0.22106972336769104,0.10031618177890778,0.46759048104286194,200
rollout_error,geometry,mse,6,30,0.4677923619747162,0.4529446065425873,0.3385739326477051,0.11621485650539398,0.6443552374839783,200
rollout_error,geometry,mse,7,35,0.5632389783859253,0.5006182789802551,0.42574426531791687,0.1680057942867279,0.7550621032714844,200
rollout_error,geometry,mse,8,40,0.643750786781311,0.5535848736763,0.43720394372940063,0.1837882399559021,0.9730105400085449,200
rollout_error,geometry,mse,9,45,0.7092902660369873,0.5814793109893799,0.5092458128929138,0.21015197038650513,1.128071904182434,200
rollout_error,geometry,mse,10,50,0.7585527300834656,0.6074233651161194,0.5562132596969604,0.23393866419792175,1.2696728706359863,200
rollout_error,geometry,l2,0,0,4.073458057973767e-06,4.244843694323208e-07,4.041718511871295e-06,3.776982794079231e-06,4.360535058367532e-06,200
rollout_error,geometry,l2,1,5,3.1507647037506104,2.400367021560669,2.27140474319458,1.6519945859909058,3.722428798675537,200
rollout_error,geometry,l2,2,10,4.415234565734863,2.8984181880950928,3.4995250701904297,2.528964042663574,5.3448486328125,200
rollout_error,geometry,l2,3,15,5.572024345397949,3.47391676902771,4.470165252685547,3.1828818321228027,6.651273250579834,200
rollout_error,geometry,l2,4,20,6.651376724243164,3.9036076068878174,5.5328545570373535,3.6167993545532227,8.2484130859375,200
rollout_error,geometry,l2,5,25,7.431861400604248,3.9466216564178467,6.514996528625488,4.388699054718018,9.475082397460938,200
rollout_error,geometry,l2,6,30,8.468664169311523,4.254158020019531,8.062641143798828,4.723575592041016,11.12274169921875,200
rollout_error,geometry,l2,7,35,9.394248962402344,4.459815979003906,9.040966033935547,5.679410934448242,12.040416717529297,200
rollout_error,geometry,l2,8,40,10.048282623291016,4.757328033447266,9.16203784942627,5.94013786315918,13.668072700500488,200
rollout_error,geometry,l2,9,45,10.620068550109863,4.837134838104248,9.888127326965332,6.352054595947266,14.716948509216309,200
rollout_error,geometry,l2,10,50,11.015644073486328,4.9292707443237305,10.333772659301758,6.701954364776611,15.613274574279785,200
rollout_error,geometry,cosine,0,0,-2.6822091214739885e-09,7.640039711986901e-08,0.0,0.0,5.960464477539063e-08,200
rollout_error,geometry,cosine,1,5,0.05274132266640663,0.09922533482313156,0.015722036361694336,0.007502704858779907,0.042817339301109314,200
rollout_error,geometry,cosine,2,10,0.09337476640939713,0.14931541681289673,0.03845736384391785,0.017885684967041016,0.09328696131706238,200
rollout_error,geometry,cosine,3,15,0.14162972569465637,0.20490428805351257,0.06301933526992798,0.028757020831108093,0.15484872460365295,200
rollout_error,geometry,cosine,4,20,0.19518202543258667,0.2413754165172577,0.08928826451301575,0.03782975673675537,0.250468909740448,200
rollout_error,geometry,cosine,5,25,0.22676490247249603,0.25271928310394287,0.1367952525615692,0.05798576772212982,0.2917388081550598,200
rollout_error,geometry,cosine,6,30,0.28511133790016174,0.2801316976547241,0.19877144694328308,0.06283248960971832,0.38889288902282715,200
rollout_error,geometry,cosine,7,35,0.3378840684890747,0.3056310713291168,0.23526811599731445,0.08767616748809814,0.48593616485595703,200
rollout_error,geometry,cosine,8,40,0.3816198408603668,0.33580899238586426,0.25954240560531616,0.10145783424377441,0.6122238636016846,200
rollout_error,geometry,cosine,9,45,0.416105717420578,0.34556201100349426,0.2872101068496704,0.11417531967163086,0.6852541565895081,200
rollout_error,geometry,cosine,10,50,0.4413570761680603,0.3557825982570648,0.3038908839225769,0.12215572595596313,0.7440323829650879,200
encoder_shift,visual,mse,0,0,1.350685477256775,0.2084871083498001,1.3471431732177734,1.213895559310913,1.4763234853744507,200
encoder_shift,visual,mse,1,5,1.3423494100570679,0.21866437792778015,1.3527302742004395,1.2321393489837646,1.4865953922271729,200
encoder_shift,visual,mse,2,10,1.338262677192688,0.2213136851787567,1.3382861614227295,1.2065606117248535,1.4856202602386475,200
encoder_shift,visual,mse,3,15,1.3196301460266113,0.22459296882152557,1.3230128288269043,1.1695759296417236,1.4620798826217651,200
encoder_shift,visual,mse,4,20,1.3091851472854614,0.22981911897659302,1.3031448125839233,1.1440294981002808,1.458722472190857,200
encoder_shift,visual,mse,5,25,1.300064206123352,0.2184218317270279,1.307273268699646,1.1577813625335693,1.444538950920105,200
encoder_shift,visual,mse,6,30,1.2899253368377686,0.2177126705646515,1.2969019412994385,1.1646976470947266,1.4407988786697388,200
encoder_shift,visual,mse,7,35,1.2780661582946777,0.23415187001228333,1.2728420495986938,1.124056339263916,1.4437276124954224,200
encoder_shift,visual,mse,8,40,1.2680881023406982,0.23909340798854828,1.2598069906234741,1.125335454940796,1.4202253818511963,200
encoder_shift,visual,mse,9,45,1.267960548400879,0.2485271841287613,1.2715578079223633,1.1399626731872559,1.4341387748718262,200
encoder_shift,visual,mse,10,50,1.2649089097976685,0.2534140944480896,1.2734307050704956,1.0975666046142578,1.4546089172363281,200
encoder_shift,visual,l2,0,0,16.054420471191406,1.2598233222961426,16.082645416259766,15.26655387878418,16.836095809936523,200
encoder_shift,visual,l2,1,5,15.998237609863281,1.3369770050048828,16.11595916748047,15.380805969238281,16.894563674926758,200
encoder_shift,visual,l2,2,10,15.972504615783691,1.351134181022644,16.029685974121094,15.220369338989258,16.889009475708008,200
encoder_shift,visual,l2,3,15,15.85810661315918,1.3745572566986084,15.937955856323242,14.985278129577637,16.754680633544922,200
encoder_shift,visual,l2,4,20,15.791878700256348,1.4071751832962036,15.817831993103027,14.820716857910156,16.735431671142578,200
encoder_shift,visual,l2,5,25,15.741257667541504,1.3509923219680786,15.842867851257324,14.909526824951172,16.65386962890625,200
encoder_shift,visual,l2,6,30,15.677262306213379,1.374452829360962,15.779897689819336,14.953946113586426,16.63229751586914,200
encoder_shift,visual,l2,7,35,15.5923433303833,1.5058280229568481,15.63283634185791,14.69077205657959,16.649194717407227,200
encoder_shift,visual,l2,8,40,15.527082443237305,1.5435806512832642,15.55258560180664,14.699125289916992,16.51310157775879,200
encoder_shift,visual,l2,9,45,15.519815444946289,1.6074044704437256,15.624951362609863,14.794351577758789,16.593801498413086,200
encoder_shift,visual,l2,10,50,15.497398376464844,1.6410788297653198,15.636383056640625,14.516633987426758,16.71181297302246,200
encoder_shift,visual,cosine,0,0,0.9769130945205688,0.12854740023612976,0.9967300891876221,0.913753867149353,1.0632081031799316,200
encoder_shift,visual,cosine,1,5,0.9742676019668579,0.1240726113319397,0.993416428565979,0.9184331893920898,1.0581786632537842,200
encoder_shift,visual,cosine,2,10,0.9730758666992188,0.12347990274429321,0.9913326501846313,0.9105568528175354,1.0588561296463013,200
encoder_shift,visual,cosine,3,15,0.9715437293052673,0.12318930774927139,0.9888622760772705,0.9054390788078308,1.0599844455718994,200
encoder_shift,visual,cosine,4,20,0.9688273072242737,0.12065378576517105,0.9917818307876587,0.9042425751686096,1.0557756423950195,200
encoder_shift,visual,cosine,5,25,0.9703527688980103,0.11195050179958344,0.990058183670044,0.9006726741790771,1.0506579875946045,200
encoder_shift,visual,cosine,6,30,0.9673370122909546,0.11326301097869873,0.9888427257537842,0.9069631099700928,1.0359876155853271,200
encoder_shift,visual,cosine,7,35,0.9622459411621094,0.12054754048585892,0.9853565692901611,0.9132065773010254,1.0307096242904663,200
encoder_shift,visual,cosine,8,40,0.9598206281661987,0.12017273157835007,0.9782614707946777,0.9181017279624939,1.033508062362671,200
encoder_shift,visual,cosine,9,45,0.9627025127410889,0.12080411612987518,0.9813005924224854,0.9353761672973633,1.0390712022781372,200
encoder_shift,visual,cosine,10,50,0.963578462600708,0.12518739700317383,0.9905927181243896,0.9187136888504028,1.0430407524108887,200
encoder_shift,geometry,mse,0,0,0.6895855665206909,0.46608567237854004,0.6815170049667358,0.3021266758441925,1.027847170829773,200
encoder_shift,geometry,mse,1,5,0.7387018799781799,0.5169775485992432,0.7090190052986145,0.3226493299007416,1.1213057041168213,200
encoder_shift,geometry,mse,2,10,0.7793731689453125,0.5346445441246033,0.7708688974380493,0.34957155585289,1.1742184162139893,200
encoder_shift,geometry,mse,3,15,0.8472065925598145,0.5820850133895874,0.8183715343475342,0.3593079745769501,1.2794702053070068,200
encoder_shift,geometry,mse,4,20,0.9238389730453491,0.6090904474258423,0.9622249007225037,0.39394134283065796,1.4244067668914795,200
encoder_shift,geometry,mse,5,25,0.9691367149353027,0.6223360896110535,1.0115402936935425,0.4541139304637909,1.5652337074279785,200
encoder_shift,geometry,mse,6,30,1.0150823593139648,0.6401770114898682,1.062464952468872,0.4572453498840332,1.5857750177383423,200
encoder_shift,geometry,mse,7,35,1.0523136854171753,0.6464560031890869,1.1805431842803955,0.49200552701950073,1.6156105995178223,200
encoder_shift,geometry,mse,8,40,1.0946884155273438,0.6558489203453064,1.1982014179229736,0.4836437404155731,1.6738653182983398,200
encoder_shift,geometry,mse,9,45,1.126538634300232,0.6726901531219482,1.3562551736831665,0.49580225348472595,1.7050259113311768,200
encoder_shift,geometry,mse,10,50,1.1537319421768188,0.6926655769348145,1.3893299102783203,0.4959460496902466,1.732363224029541,200
encoder_shift,geometry,l2,0,0,10.393309593200684,4.937564373016357,11.438962936401367,7.616245746612549,14.04799747467041,200
encoder_shift,geometry,l2,1,5,10.72572135925293,5.175871849060059,11.667542457580566,7.870747089385986,14.672784805297852,200
encoder_shift,geometry,l2,2,10,11.046762466430664,5.254396915435791,12.165773391723633,8.192479133605957,15.014931678771973,200
encoder_shift,geometry,l2,3,15,11.535297393798828,5.440640926361084,12.534964561462402,8.305825233459473,15.67342758178711,200
encoder_shift,geometry,l2,4,20,12.054671287536621,5.662328243255615,13.59206771850586,8.696931838989258,16.53741455078125,200
encoder_shift,geometry,l2,5,25,12.40740966796875,5.668370723724365,13.936098098754883,9.337323188781738,17.335630416870117,200
encoder_shift,geometry,l2,6,30,12.712676048278809,5.769197940826416,14.2825927734375,9.369307518005371,17.449020385742188,200
encoder_shift,geometry,l2,7,35,12.98031234741211,5.7927327156066895,15.05537223815918,9.719178199768066,17.612394332885742,200
encoder_shift,geometry,l2,8,40,13.293259620666504,5.7852783203125,15.167530059814453,9.636362075805664,17.92713165283203,200
encoder_shift,geometry,l2,9,45,13.501461029052734,5.831462383270264,16.136770248413086,9.756537437438965,18.093217849731445,200
encoder_shift,geometry,l2,10,50,13.628983497619629,5.9805827140808105,16.33251190185547,9.758156776428223,18.237688064575195,200
encoder_shift,geometry,cosine,0,0,0.38650596141815186,0.2677198350429535,0.368585467338562,0.16055332124233246,0.576183557510376,200
encoder_shift,geometry,cosine,1,5,0.4146794378757477,0.293713241815567,0.375665545463562,0.1732284426689148,0.6138548851013184,200
encoder_shift,geometry,cosine,2,10,0.44636306166648865,0.3135240972042084,0.4442370533943176,0.19006812572479248,0.6520290970802307,200
encoder_shift,geometry,cosine,3,15,0.4861391484737396,0.33817365765571594,0.45726650953292847,0.17845118045806885,0.7191101312637329,200
encoder_shift,geometry,cosine,4,20,0.537416934967041,0.35627442598342896,0.5700068473815918,0.21520934998989105,0.8640742897987366,200
encoder_shift,geometry,cosine,5,25,0.5643722414970398,0.36307021975517273,0.5796648263931274,0.24104627966880798,0.8998725414276123,200
encoder_shift,geometry,cosine,6,30,0.5914174914360046,0.3659840524196625,0.6672707796096802,0.27494168281555176,0.9022197127342224,200
encoder_shift,geometry,cosine,7,35,0.6123668551445007,0.36842623353004456,0.7045732736587524,0.29870784282684326,0.9554787874221802,200
encoder_shift,geometry,cosine,8,40,0.6339870691299438,0.369174599647522,0.7593898177146912,0.30791932344436646,0.9589289426803589,200
encoder_shift,geometry,cosine,9,45,0.6530137658119202,0.37513089179992676,0.8102957010269165,0.29923176765441895,0.9720059037208557,200
encoder_shift,geometry,cosine,10,50,0.6709785461425781,0.38534387946128845,0.8554660677909851,0.314008891582489,0.9929181337356567,200
