analysis,shift,k,param,method,value,baseline,raw_mse
nn_density,visual,10,,pred_to_nn,9.170489311218262,10.938730239868164,
off_manifold,geometry,1,2,energy_capture,0.01760452426970005,0.05978308618068695,0.0817139595746994
off_manifold,geometry,1,5,energy_capture,0.043507955968379974,0.13194285333156586,0.0817139595746994
off_manifold,geometry,1,10,energy_capture,0.08421880751848221,0.2212519496679306,0.0817139595746994
off_manifold,geometry,1,20,energy_capture,0.18609823286533356,0.37117987871170044,0.0817139595746994
off_manifold,geometry,1,30,energy_capture,0.29454049468040466,0.4975653290748596,0.0817139595746994
off_manifold,geometry,1,50,energy_capture,0.5239652395248413,0.7052250504493713,0.0817139595746994
off_manifold,geometry,1,80,energy_capture,0.8211520910263062,0.9283661842346191,0.0817139595746994
off_manifold,geometry,1,120,energy_capture,0.9635628461837769,0.9987743496894836,0.0817139595746994
off_manifold,geometry,1,160,energy_capture,0.9859557151794434,0.9997656345367432,0.0817139595746994
off_manifold,geometry,1,192,energy_capture,1.0,1.0,0.0817139595746994
projection_recovery,geometry,1,2,pca_denoise,0.8395321369171143,0.0817139595746994,
projection_recovery,geometry,1,5,pca_denoise,0.8190236687660217,0.0817139595746994,
projection_recovery,geometry,1,10,pca_denoise,0.7802721858024597,0.0817139595746994,
projection_recovery,geometry,1,20,pca_denoise,0.6781690120697021,0.0817139595746994,
projection_recovery,geometry,1,30,pca_denoise,0.5624276399612427,0.0817139595746994,
projection_recovery,geometry,1,50,pca_denoise,0.35299503803253174,0.0817139595746994,
projection_recovery,geometry,1,80,pca_denoise,0.1412857174873352,0.0817139595746994,
projection_recovery,geometry,1,120,pca_denoise,0.08230385184288025,0.0817139595746994,
projection_recovery,geometry,1,160,pca_denoise,0.0817440003156662,0.0817139595746994,
projection_recovery,geometry,1,192,pca_denoise,0.0817139521241188,0.0817139595746994,
projection_recovery,geometry,1,1,knn_snap,0.3031034469604492,0.0817139595746994,
projection_recovery,geometry,1,0.25,knn_soft,0.0895923525094986,0.0817139595746994,
projection_recovery,geometry,1,0.5,knn_soft,0.11728700995445251,0.0817139595746994,
projection_recovery,geometry,1,0.75,knn_soft,0.16479793190956116,0.0817139595746994,
projection_recovery,geometry,1,1.0,knn_soft,0.23212511837482452,0.0817139595746994,
nn_density,geometry,1,,pred_to_nn,6.267289638519287,6.838751792907715,
off_manifold,geometry,3,2,energy_capture,0.020680224522948265,0.05978308618068695,0.2245601862668991
off_manifold,geometry,3,5,energy_capture,0.04729752615094185,0.13194285333156586,0.2245601862668991
off_manifold,geometry,3,10,energy_capture,0.09447762370109558,0.2212519496679306,0.2245601862668991
off_manifold,geometry,3,20,energy_capture,0.20367759466171265,0.37117987871170044,0.2245601862668991
off_manifold,geometry,3,30,energy_capture,0.31686368584632874,0.4975653290748596,0.2245601862668991
off_manifold,geometry,3,50,energy_capture,0.5545001029968262,0.7052250504493713,0.2245601862668991
off_manifold,geometry,3,80,energy_capture,0.8698247671127319,0.9283661842346191,0.2245601862668991
off_manifold,geometry,3,120,energy_capture,0.9878532290458679,0.9987743496894836,0.2245601862668991
off_manifold,geometry,3,160,energy_capture,0.9957002401351929,0.9997656345367432,0.2245601862668991
off_manifold,geometry,3,192,energy_capture,1.0,1.0,0.2245601862668991
projection_recovery,geometry,3,2,pca_denoise,0.8198801875114441,0.2245601862668991,
projection_recovery,geometry,3,5,pca_denoise,0.8023796677589417,0.2245601862668991,
projection_recovery,geometry,3,10,pca_denoise,0.7678995728492737,0.2245601862668991,
projection_recovery,geometry,3,20,pca_denoise,0.6859892010688782,0.2245601862668991,
projection_recovery,geometry,3,30,pca_denoise,0.5862183570861816,0.2245601862668991,
projection_recovery,geometry,3,50,pca_denoise,0.4060121476650238,0.2245601862668991,
projection_recovery,geometry,3,80,pca_denoise,0.2620392441749573,0.2245601862668991,
projection_recovery,geometry,3,120,pca_denoise,0.22475619614124298,0.2245601862668991,
projection_recovery,geometry,3,160,pca_denoise,0.22451119124889374,0.2245601862668991,
projection_recovery,geometry,3,192,pca_denoise,0.2245601862668991,0.2245601862668991,
projection_recovery,geometry,3,1,knn_snap,0.4078347682952881,0.2245601862668991,
projection_recovery,geometry,3,0.25,knn_soft,0.22180812060832977,0.2245601862668991,
projection_recovery,geometry,3,0.5,knn_soft,0.23791508376598358,0.2245601862668991,
projection_recovery,geometry,3,0.75,knn_soft,0.27288106083869934,0.2245601862668991,
projection_recovery,geometry,3,1.0,knn_soft,0.326706200838089,0.2245601862668991,
nn_density,geometry,3,,pred_to_nn,6.241898059844971,6.83120584487915,
off_manifold,geometry,5,2,energy_capture,0.02336188778281212,0.05978308618068695,0.36879369616508484
off_manifold,geometry,5,5,energy_capture,0.05046115815639496,0.13194285333156586,0.36879369616508484
off_manifold,geometry,5,10,energy_capture,0.10068746656179428,0.2212519496679306,0.36879369616508484
off_manifold,geometry,5,20,energy_capture,0.21347813308238983,0.37117987871170044,0.36879369616508484
