alpha,n_states,average_coverage,average_coverage_delta_vs_alpha0,average_coverage_delta_ci_low,average_coverage_delta_ci_high,last_coverage,last_coverage_delta_vs_alpha0,last_coverage_delta_ci_low,last_coverage_delta_ci_high,last_min_true,last_min_true_delta_vs_alpha0,last_min_true_delta_ci_low,last_min_true_delta_ci_high,average_min_true,average_min_true_delta_vs_alpha0,average_min_true_delta_ci_low,average_min_true_delta_ci_high,mean_success,mean_success_delta_vs_alpha0,mean_success_delta_ci_low,mean_success_delta_ci_high,final_mean_true,final_mean_true_delta_vs_alpha0,final_mean_true_delta_ci_low,final_mean_true_delta_ci_high,final_mean_success,final_mean_success_delta_vs_alpha0,final_mean_success_delta_ci_low,final_mean_success_delta_ci_high
0.0,12,0.44333333333333336,0.0,0.0,0.0,0.5,0.0,0.0,0.0,73.1189903333905,0.0,0.0,0.0,65.88467117871,0.0,0.0,0.0,0.21666666666666667,0.0,0.0,0.0,97.26705591301237,0.0,0.0,0.0,0.25,0.0,0.0,0.0
1.0,12,0.48666666666666664,0.043333333333333335,-0.02,0.12666666666666668,0.5833333333333334,0.08333333333333333,0.0,0.25,44.015409469127036,-29.103580864263463,-65.86974205018267,-6.878574845063159,48.6622953511733,-17.2223758275367,-34.13392194462223,-4.513711042302173,0.36999999999999994,0.15333333333333332,0.023333333333333334,0.33,47.942650404608166,-49.32440550840423,-101.3930481789618,-14.239223341124339,0.5,0.25,0.0,0.5
