state_index,split,dataset_row,episode,start,generator,scorer,is_self_scorer,step,elite_count,elite_overlap,update_cosine,relative_update_error,learned_update_norm,oracle_update_norm,learned_elite_success_fraction,oracle_elite_success_fraction
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k3_eval,True,0,30,0.2,0.2551053872457021,1.2224018517834294,2.081771906929858,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,iter2_multistep_eval,False,0,30,0.2,0.3925415547638746,1.0218355739381633,1.7388507569580285,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k10_eval,False,0,30,0.0,-0.2801600055976715,1.542508093717586,1.9245354934424677,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k3_eval,True,1,30,0.23333333333333334,0.2674877482198942,1.104252297544068,1.7975637720222961,2.2278498541977885,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,iter2_multistep_eval,False,1,30,0.03333333333333333,0.15464052883826704,1.157046505827211,1.6861741740020362,2.2278498541977885,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k10_eval,False,1,30,0.0,-0.4429725659478141,1.4603867764898513,1.5813951210565436,2.2278498541977885,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k3_eval,True,2,30,0.16666666666666666,0.1979235971414632,1.2201906132445408,1.939060337357342,2.097219102055755,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,iter2_multistep_eval,False,2,30,0.06666666666666667,0.04642376856037534,1.256326005203923,1.69525763019383,2.097219102055755,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k10_eval,False,2,30,0.0,-0.4723309205663428,1.5339834017331104,1.6424114426118874,2.097219102055755,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k3_eval,True,4,30,0.16666666666666666,0.23035373759613464,1.1014834759782353,1.7746016064561547,2.37747071343824,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,iter2_multistep_eval,False,4,30,0.03333333333333333,-0.38620665354821354,1.449774561426983,1.740963056322011,2.37747071343824,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k10_eval,False,4,30,0.0,-0.6217444269738339,1.583522369575841,1.793853913943771,2.37747071343824,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k3_eval,True,9,30,0.43333333333333335,0.7611033643971041,0.6538178884701702,1.3794492473150448,1.6357766920374492,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,iter2_multistep_eval,False,9,30,0.5666666666666667,0.800396516653591,0.666256757142534,1.7848638473906708,1.6357766920374492,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k10_eval,False,9,30,0.6,0.8175618348560771,0.6489832369297918,1.826953242073335,1.6357766920374492,0.0,0.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k3_eval,True,19,30,0.3,0.22037545633514918,1.1698488726603546,0.56151527437574,0.6482383283117056,0.5333333333333333,1.0
0,dev,245806,2044,46,pd_d192_k3_eval,iter2_multistep_eval,False,19,30,0.3,0.09026548794263414,1.3047375753271182,0.6049165540388739,0.6482383283117056,0.6666666666666666,1.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k10_eval,False,19,30,0.3333333333333333,0.29447158635777493,1.3405412840376008,0.8002884982507943,0.6482383283117056,0.7666666666666667,1.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k3_eval,True,29,30,0.1,0.04225468939082759,1.2283647030557456,0.3059114902996545,0.40418334016409246,0.7,1.0
0,dev,245806,2044,46,pd_d192_k3_eval,iter2_multistep_eval,False,29,30,0.1,0.21755398432796952,1.58054920207326,0.5903993021127414,0.40418334016409246,0.6666666666666666,1.0
0,dev,245806,2044,46,pd_d192_k3_eval,pd_d192_k10_eval,False,29,30,0.4,0.5861191711721448,1.0229516272280332,0.4893009241322702,0.40418334016409246,0.9,1.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k3_eval,False,0,30,0.2,0.2551053872457021,1.2224018517834294,2.081771906929858,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,iter2_multistep_eval,True,0,30,0.2,0.3925415547638746,1.0218355739381633,1.7388507569580285,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k10_eval,False,0,30,0.0,-0.2801600055976715,1.542508093717586,1.9245354934424677,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k3_eval,False,1,30,0.16666666666666666,0.16789793519338483,1.2012687463148743,1.7310488149053316,2.0261245111101585,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,iter2_multistep_eval,True,1,30,0.03333333333333333,0.2049493426061434,1.0818071933520348,1.3488347709519368,2.0261245111101585,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k10_eval,False,1,30,0.0,-0.44631033897468464,1.5429280961522216,1.6423736499757455,2.0261245111101585,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k3_eval,False,2,30,0.06666666666666667,-0.09638423173992675,1.4287989743906544,1.8795134841483687,2.023855074720234,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,iter2_multistep_eval,True,2,30,0.03333333333333333,0.06465336405637612,1.1404220749377914,1.2480877381193145,2.023855074720234,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k10_eval,False,2,30,0.0,-0.5226223939884023,1.7327265089229644,1.9952083739436752,2.023855074720234,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k3_eval,False,4,30,0.03333333333333333,-0.22143230598487226,1.5060460555177395,1.6438380986515329,1.774697021618587,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,iter2_multistep_eval,True,4,30,0.0,-0.4088570474075917,1.5869332193163084,1.5784495458853318,1.774697021618587,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k10_eval,False,4,30,0.0,-0.6287469279937209,1.6620552176122996,1.4910673152797103,1.774697021618587,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k3_eval,False,9,30,0.0,-0.670822972745922,1.9364808959353597,1.445767776608526,1.2931493699126275,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,iter2_multistep_eval,True,9,30,0.0,-0.5412840694102166,1.60926216815759,1.0743949013628349,1.2931493699126275,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k10_eval,False,9,30,0.0,-0.5095789892560384,1.7079630444785239,1.2489522985311798,1.2931493699126275,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k3_eval,False,19,30,0.0,-0.4004087800448459,1.6698161112390606,0.5658825315643823,0.5684299370284106,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,iter2_multistep_eval,True,19,30,0.06666666666666667,-0.12059154439396175,1.4248068221798609,0.5124244820518453,0.5684299370284106,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k10_eval,False,19,30,0.3,0.5525392293749135,1.0304202264794653,0.6584683804669829,0.5684299370284106,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k3_eval,False,29,30,0.03333333333333333,0.10675435963251254,1.1844897532898688,0.24273301066649924,0.32342704990336857,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,iter2_multistep_eval,True,29,30,0.1,-0.14731018013133002,1.2402520826764172,0.19437044903169046,0.32342704990336857,0.0,0.0
0,dev,245806,2044,46,iter2_multistep_eval,pd_d192_k10_eval,False,29,30,0.43333333333333335,0.6033759051666112,0.8195350193860692,0.25625794267653146,0.32342704990336857,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k3_eval,False,0,30,0.2,0.2551053872457021,1.2224018517834294,2.081771906929858,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,iter2_multistep_eval,False,0,30,0.2,0.3925415547638746,1.0218355739381633,1.7388507569580285,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k10_eval,True,0,30,0.0,-0.2801600055976715,1.542508093717586,1.9245354934424677,2.075547077813215,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k3_eval,False,1,30,0.1,0.15887086516884383,1.2423907064065651,1.9160403077685346,2.0985229445286566,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,iter2_multistep_eval,False,1,30,0.3333333333333333,0.5509038332630799,0.8823519272756691,1.7571562467394826,2.0985229445286566,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k10_eval,True,1,30,0.0,0.12322219966760202,1.1356254410696034,1.4172065792299435,2.0985229445286566,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k3_eval,False,2,30,0.06666666666666667,-0.12167297976202558,1.3493473241085943,1.676087893300816,2.115185175833538,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,iter2_multistep_eval,False,2,30,0.26666666666666666,0.5498327148383416,0.8769337370059777,1.7279100500849744,2.115185175833538,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k10_eval,True,2,30,0.06666666666666667,0.28877917709252754,1.0199355862373032,1.3546392057756762,2.115185175833538,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k3_eval,False,4,30,0.13333333333333333,-0.29511560312054447,1.5500797115748675,1.714494040425224,1.8525566512668359,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,iter2_multistep_eval,False,4,30,0.2,0.4952941070815483,0.9691914886668174,1.7136175749535518,1.8525566512668359,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k10_eval,True,4,30,0.0,-0.14453354937878968,1.2618419174835909,1.1828496524830883,1.8525566512668359,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k3_eval,False,9,30,0.13333333333333333,-0.10841412699736935,1.5014474239919942,1.1627626687073591,1.1435554303704811,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,iter2_multistep_eval,False,9,30,0.26666666666666666,0.4758255961457474,0.9763150300814715,1.0287644446891635,1.1435554303704811,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k10_eval,True,9,30,0.0,-0.04274101397489846,1.14446333637716,0.5894926769430797,1.1435554303704811,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k3_eval,False,19,30,0.13333333333333333,0.10459746079595869,1.3562883342016565,0.46622371062869866,0.45405475972007736,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,iter2_multistep_eval,False,19,30,0.23333333333333334,0.2414841912793413,1.117701843578778,0.3614620770356481,0.45405475972007736,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k10_eval,True,19,30,0.0,-0.276936058376467,1.305575747891738,0.27558007299697135,0.45405475972007736,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k3_eval,False,29,30,0.06666666666666667,0.21365200911916796,1.104466963444118,0.20063441104105742,0.27525131252364055,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,iter2_multistep_eval,False,29,30,0.26666666666666666,0.24926359003234594,1.0539164169563675,0.18305383731839375,0.27525131252364055,0.0,0.0
0,dev,245806,2044,46,pd_d192_k10_eval,pd_d192_k10_eval,True,29,30,0.0,-0.07047000598892104,1.1778513370378618,0.15300350561136664,0.27525131252364055,0.0,0.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k3_eval,True,0,30,0.7333333333333333,0.8488636698641313,0.5736840000992303,2.122526633276797,1.980411885454364,0.0,0.0
1,test,296763,2520,55,pd_d192_k3_eval,iter2_multistep_eval,False,0,30,0.8,0.8989126610875762,0.45083234277395,1.990679981328571,1.980411885454364,0.0,0.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k10_eval,False,0,30,0.8,0.8989126610875762,0.45083234277395,1.990679981328571,1.980411885454364,0.0,0.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k3_eval,True,1,30,0.9,0.9693739927264382,0.24606130407102692,2.011333196176095,2.0427736808389056,0.3333333333333333,0.3333333333333333
1,test,296763,2520,55,pd_d192_k3_eval,iter2_multistep_eval,False,1,30,0.8666666666666667,0.9608124848048826,0.2775470681342394,1.9343428970810774,2.0427736808389056,0.3,0.3333333333333333
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k10_eval,False,1,30,0.8333333333333334,0.9232523188194228,0.38454406719806744,1.9194985096592958,2.0427736808389056,0.3,0.3333333333333333
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k3_eval,True,2,30,0.5,0.5932703818171758,0.8634412602614717,1.3061696957697269,1.4424507525655552,0.9666666666666667,1.0
1,test,296763,2520,55,pd_d192_k3_eval,iter2_multistep_eval,False,2,30,0.3,0.45794712971350027,0.9642013400921352,1.1991236673893122,1.4424507525655552,0.8,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k10_eval,False,2,30,0.3333333333333333,0.4318711230965724,1.0754507931090647,1.467873295802865,1.4424507525655552,0.8666666666666667,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k3_eval,True,4,30,0.16666666666666666,0.02407724829461778,1.331507306625076,1.1587345247915108,1.2824089415371778,0.9,1.0
1,test,296763,2520,55,pd_d192_k3_eval,iter2_multistep_eval,False,4,30,0.16666666666666666,0.10280780268033544,1.2961146582620198,1.1974630200763452,1.2824089415371778,0.8666666666666667,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k10_eval,False,4,30,0.1,0.08442775874512569,1.2159047893000952,1.001873949743132,1.2824089415371778,0.8666666666666667,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k3_eval,True,9,30,0.16666666666666666,0.0502976923059635,1.4063158833896954,0.8896771270853528,0.8551499526145933,1.0,1.0
1,test,296763,2520,55,pd_d192_k3_eval,iter2_multistep_eval,False,9,30,0.16666666666666666,-0.038280243708479746,1.7154058777219288,1.1596033620541126,0.8551499526145933,1.0,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k10_eval,False,9,30,0.16666666666666666,-0.028914602299658577,1.3759651068306702,0.7838838812514276,0.8551499526145933,0.9666666666666667,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k3_eval,True,19,30,0.1,0.06478153532411372,1.289535715157822,0.5191312850846694,0.5888894663289358,1.0,1.0
1,test,296763,2520,55,pd_d192_k3_eval,iter2_multistep_eval,False,19,30,0.13333333333333333,0.05577027398211622,1.385735501120825,0.5987200179382114,0.5888894663289358,1.0,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k10_eval,False,19,30,0.1,0.042622438387481434,1.537007576204036,0.7129190105712114,0.5888894663289358,1.0,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k3_eval,True,29,30,0.06666666666666667,0.11016369296943042,1.2224387439171798,0.2443385335043361,0.29730431628025106,1.0,1.0
1,test,296763,2520,55,pd_d192_k3_eval,iter2_multistep_eval,False,29,30,0.23333333333333334,-0.08845253879084784,1.7960273575346968,0.41802476197308863,0.29730431628025106,1.0,1.0
1,test,296763,2520,55,pd_d192_k3_eval,pd_d192_k10_eval,False,29,30,0.03333333333333333,-0.46432471253136476,2.4275914880846736,0.5339407993422707,0.29730431628025106,1.0,1.0
1,test,296763,2520,55,iter2_multistep_eval,pd_d192_k3_eval,False,0,30,0.7333333333333333,0.8488636698641313,0.5736840000992303,2.122526633276797,1.980411885454364,0.0,0.0
1,test,296763,2520,55,iter2_multistep_eval,iter2_multistep_eval,True,0,30,0.8,0.8989126610875762,0.45083234277395,1.990679981328571,1.980411885454364,0.0,0.0
1,test,296763,2520,55,iter2_multistep_eval,pd_d192_k10_eval,False,0,30,0.8,0.8989126610875762,0.45083234277395,1.990679981328571,1.980411885454364,0.0,0.0
1,test,296763,2520,55,iter2_multistep_eval,pd_d192_k3_eval,False,1,30,0.9666666666666667,0.9874946169659607,0.1596962127051783,2.049991460922411,2.0237629700695616,0.23333333333333334,0.23333333333333334
1,test,296763,2520,55,iter2_multistep_eval,iter2_multistep_eval,True,1,30,0.9,0.9594758375917427,0.2886124800645066,2.067990471365645,2.0237629700695616,0.23333333333333334,0.23333333333333334
1,test,296763,2520,55,iter2_multistep_eval,pd_d192_k10_eval,False,1,30,0.9,0.9346686939490371,0.35552383513406555,1.8949129400452165,2.0237629700695616,0.2,0.23333333333333334
1,test,296763,2520,55,iter2_multistep_eval,pd_d192_k3_eval,False,2,30,0.4,0.5890868422815823,0.8168855820451656,1.3646442923851876,1.9253549198760345,0.9333333333333333,1.0
1,test,296763,2520,55,iter2_multistep_eval,iter2_multistep_eval,True,2,30,0.3,0.5711268886088372,0.8289444833852562,1.3219556905682914,1.9253549198760345,0.9333333333333333,1.0
1,test,296763,2520,55,iter2_multistep_eval,pd_d192_k10_eval,False,2,30,0.36666666666666664,0.5474844682484907,0.8438165976094139,1.2629447408645857,1.9253549198760345,0.8333333333333334,1.0
1,test,296763,2520,55,iter2_multistep_eval,pd_d192_k3_eval,False,4,30,0.13333333333333333,0.16505498555561632,1.1909032923134617,1.1864356107594138,1.4251338351950118,0.9666666666666667,1.0
1,test,296763,2520,55,iter2_multistep_eval,iter2_multistep_eval,True,4,30,0.13333333333333333,0.21409943986119498,1.0655510090800466,0.9118283400291745,1.4251338351950118,0.8666666666666667,1.0
1,test,296763,2520,55,iter2_multistep_eval,pd_d192_k10_eval,False,4,30,0.1,0.0913961742025056,1.2863308516407814,1.2906646060243832,1.4251338351950118,0.7666666666666667,1.0
