generator,step,n_states,proposal_oracle_true,proposal_success_coverage,returned_true,returned_success,returned_nreg,returned_self_pred,returned_verifier_pred,self_population_rho,self_population_nreg,verifier_population_rho,verifier_population_nreg
pd_d192_k3_eval,0,12,98.60183860534808,0.0,144.51736920556272,0.0,0.23194146790924444,245.15644327799478,251.88887151082358,0.3862756252847255,0.2172833995041243,0.3652270210409745,0.2759719649597599
pd_d192_k3_eval,1,12,81.24321951581068,0.16666666666666666,124.40091753052849,0.08333333333333333,0.2377912370360689,225.46803921461105,219.40767061710358,0.34740552672807473,0.1878690817114852,0.3592695844768646,0.2117531590823285
pd_d192_k3_eval,2,12,71.52703174969933,0.25,118.2201572198493,0.16666666666666666,0.24957272263640665,211.14701465765634,203.12574299176535,0.3118536131882947,0.18440859815194713,0.3588657651751686,0.25902343945010137
pd_d192_k3_eval,4,12,76.50565855137091,0.25,119.29675159690574,0.16666666666666666,0.2593438272763185,180.2587429881096,187.2356992562612,0.3064391456201365,0.26119920411598235,0.31888250610191965,0.25879406261990273
pd_d192_k3_eval,9,12,80.93864908287185,0.25,113.58271371506562,0.25,0.26487548814236994,137.14559719959894,157.6704482237498,0.3846882372767105,0.26250111802230514,0.4258276943817894,0.17401768767172412
pd_d192_k3_eval,19,12,73.23699324902553,0.5833333333333334,97.1671821242556,0.5,0.28043208029264854,82.69178418318431,113.0229096810023,0.37474753423186186,0.2696328516048994,0.2973449334622236,0.2778203249374047
pd_d192_k3_eval,29,12,73.99779961009445,0.5833333333333334,93.48010373914104,0.5,0.40265157470675234,70.25035588939984,104.79849060376485,0.22335907436008548,0.46176667629215823,0.18007137116338331,0.40932858810645634
iter2_multistep_eval,0,12,98.60183860534808,0.0,138.9462754193363,0.0,0.20353721048355525,232.01441923777261,254.46684900919595,0.516127586602814,0.156269428586986,0.3652270210409745,0.2759719649597599
iter2_multistep_eval,1,12,77.46074596367778,0.16666666666666666,115.66989514171229,0.08333333333333333,0.1998719315125809,207.30753707885742,218.06813128789267,0.5256692852142802,0.17313311093970063,0.3714727571047085,0.14070216798400234
iter2_multistep_eval,2,12,72.5607393216459,0.25,111.89647271752266,0.08333333333333333,0.21945522027377762,180.7065084775289,194.1421039501826,0.4900091112123468,0.19024581195916757,0.47051482053504295,0.20291599392466256
iter2_multistep_eval,4,12,73.93198394443345,0.3333333333333333,112.58010817388794,0.25,0.2064030014403158,152.98637866973877,160.06697281201681,0.45249513883487597,0.20265673362858802,0.4712186802075578,0.24443648768602608
iter2_multistep_eval,9,12,79.76291462384823,0.3333333333333333,117.62356554616763,0.3333333333333333,0.2555245168661016,109.86171452204387,141.93775828679404,0.38583832412952734,0.21242391926565396,0.5303203368926321,0.2002486030805762
iter2_multistep_eval,19,12,88.10072011103018,0.4166666666666667,118.92937690026434,0.3333333333333333,0.3282799293992908,73.31513683001201,116.72506380081177,0.2551936873372667,0.3329832726649009,0.4405484505383393,0.2563407385460771
iter2_multistep_eval,29,12,93.82418903979601,0.5,115.55150773310585,0.4166666666666667,0.38293399787830623,59.89883248011271,106.19114716847737,0.18213024589162105,0.38194231428531017,0.3187963569965592,0.309525870333285
pd_d192_k10_eval,0,12,98.60183860534808,0.0,153.9477161293934,0.0,0.2788013215058186,235.33520317077637,235.33520317077637,0.3652270210409745,0.2759719649597599,0.3652270210409745,0.2759719649597599
pd_d192_k10_eval,1,12,86.45839393781146,0.16666666666666666,139.42953151406837,0.0,0.2742308513754765,192.42241048812866,192.42241048812866,0.3291011011233458,0.23432719534938964,0.3291011011233458,0.23432719534938964
pd_d192_k10_eval,2,12,81.52583016026098,0.25,138.47388498573085,0.16666666666666666,0.29186139188604826,170.3724897702535,170.3724897702535,0.3184892424730645,0.32267174538001825,0.3184892424730645,0.32267174538001825
pd_d192_k10_eval,4,12,90.65340929368193,0.3333333333333333,144.67212092405381,0.16666666666666666,0.29718878257161135,143.0751544435819,143.0751544435819,0.2524832127764382,0.3148011974740942,0.2524832127764382,0.3148011974740942
pd_d192_k10_eval,9,12,97.42878429496596,0.3333333333333333,138.28438569119973,0.25,0.2963950225481285,112.9630315899849,112.9630315899849,0.34475186761334387,0.24325267706184892,0.34475186761334387,0.24325267706184892
pd_d192_k10_eval,19,12,104.46358637938731,0.3333333333333333,136.80996541439688,0.25,0.39971154413683735,92.66761088371277,92.66761088371277,0.20150868342981595,0.44347837804090284,0.20150868342981595,0.44347837804090284
pd_d192_k10_eval,29,12,118.58494415681069,0.3333333333333333,136.90031290081416,0.25,0.40867619566202157,82.85928370555241,82.85928370555241,0.05851172420434301,0.3986618223010326,0.05851172420434301,0.3986618223010326
