strategy,family,generator,selector,selection_space,candidate_budget,deployable,tuned_on_dev,split,n_states,mean_true,true_ci_low,true_ci_high,mean_success,success_ci_low,success_ci_high,mean_selected_step,baseline,delta_true_vs_baseline,delta_true_ci_low,delta_true_ci_high,delta_success_vs_baseline,delta_success_ci_low,delta_success_ci_high
pd_d192_k3_eval:returned:final,baseline,pd_d192_k3_eval,fixed_step_29,returned_means,1,True,False,all,12,93.48010373914104,42.3673504035153,151.42703318614952,0.5,0.25,0.75,29.0,pd_d192_k3_eval:returned:final,0.0,0.0,0.0,0.0,0.0,0.0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,1,True,False,all,12,144.51736920556272,106.22047895313523,186.5017835288333,0.0,0.0,0.0,0.0,pd_d192_k3_eval:returned:final,51.037265466421694,0.6370858850952854,104.3471774714485,-0.5,-0.75,-0.25
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,1,True,False,all,12,124.40091753052849,80.24568441613663,172.50532339122398,0.08333333333333333,0.0,0.25,1.0,pd_d192_k3_eval:returned:final,30.920813791387463,-9.73356410425772,79.19572907629471,-0.4166666666666667,-0.6666666666666666,-0.16666666666666666
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,1,True,False,all,12,118.2201572198493,69.97903412943049,170.4967394150105,0.16666666666666666,0.0,0.4166666666666667,2.0,pd_d192_k3_eval:returned:final,24.740053480708244,-12.316627623252193,70.19630646363727,-0.3333333333333333,-0.5833333333333334,-0.08333333333333333
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,1,True,False,all,12,119.29675159690574,68.28511708835623,175.54084384516594,0.16666666666666666,0.0,0.4166666666666667,4.0,pd_d192_k3_eval:returned:final,25.816647857764682,-9.647038106007333,66.48168877258337,-0.3333333333333333,-0.5833333333333334,-0.08333333333333333
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,1,True,False,all,12,113.58271371506562,58.71099131898914,179.60748789410823,0.25,0.0,0.5,9.0,pd_d192_k3_eval:returned:final,20.102609975924594,-9.93946730097132,55.46630072724552,-0.25,-0.5,0.0
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,1,True,False,all,12,97.1671821242556,43.72800728862636,156.56022746096662,0.5,0.25,0.75,19.0,pd_d192_k3_eval:returned:final,3.6870783851145625,-4.265942628503804,12.760762553388766,0.0,0.0,0.0
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,1,True,False,all,12,93.48010373914104,42.3673504035153,151.42703318614952,0.5,0.25,0.75,29.0,pd_d192_k3_eval:returned:final,0.0,0.0,0.0,0.0,0.0,0.0
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,1,True,True,all,12,93.48010373914104,42.3673504035153,151.42703318614952,0.5,0.25,0.75,29.0,pd_d192_k3_eval:returned:final,0.0,0.0,0.0,0.0,0.0,0.0
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,7,True,False,all,12,93.48010373914104,42.3673504035153,151.42703318614952,0.5,0.25,0.75,29.0,pd_d192_k3_eval:returned:final,0.0,0.0,0.0,0.0,0.0,0.0
