split,generator,scorer,is_self_scorer,step,n_states,elite_count,mean_elite_overlap,mean_update_cosine,mean_relative_update_error,mean_learned_elite_success_fraction,mean_oracle_elite_success_fraction
all,pd_d192_k3_eval,pd_d192_k3_eval,True,0,12,30,0.3416666666666666,0.5248295101108212,0.9223401295669386,0.0,0.0
all,pd_d192_k3_eval,pd_d192_k3_eval,True,1,12,30,0.3361111111111111,0.3897354272695728,0.9827167978647995,0.030555555555555555,0.030555555555555555
all,pd_d192_k3_eval,pd_d192_k3_eval,True,2,12,30,0.21388888888888888,0.21932715937862526,1.1286482624657275,0.10277777777777779,0.10833333333333334
all,pd_d192_k3_eval,pd_d192_k3_eval,True,4,12,30,0.13055555555555556,0.10441597546073156,1.249381879246893,0.1638888888888889,0.23611111111111113
all,pd_d192_k3_eval,pd_d192_k3_eval,True,9,12,30,0.19999999999999998,0.13292488842521435,1.1501505234348985,0.21944444444444447,0.25
all,pd_d192_k3_eval,pd_d192_k3_eval,True,19,12,30,0.1611111111111111,0.09770491511140726,1.2286232475129868,0.375,0.49444444444444446
all,pd_d192_k3_eval,pd_d192_k3_eval,True,29,12,30,0.09722222222222225,0.15000300857278262,1.1747570806831324,0.43333333333333335,0.5833333333333334
all,pd_d192_k3_eval,iter2_multistep_eval,False,0,12,30,0.4944444444444444,0.5795974309546478,0.7995116759558719,0.0,0.0
all,pd_d192_k3_eval,iter2_multistep_eval,False,1,12,30,0.40277777777777785,0.46140742134350593,0.8997311837976943,0.027777777777777776,0.030555555555555555
all,pd_d192_k3_eval,iter2_multistep_eval,False,2,12,30,0.2861111111111111,0.32575990238971964,1.0736679382430412,0.09166666666666667,0.10833333333333334
all,pd_d192_k3_eval,iter2_multistep_eval,False,4,12,30,0.21944444444444444,0.22640172496373737,1.151132824906712,0.16111111111111112,0.23611111111111113
all,pd_d192_k3_eval,iter2_multistep_eval,False,9,12,30,0.21666666666666665,0.17352272739338925,1.178477047153189,0.2388888888888889,0.25
all,pd_d192_k3_eval,iter2_multistep_eval,False,19,12,30,0.21388888888888888,0.2658507497630254,1.2008877933022868,0.38055555555555554,0.49444444444444446
all,pd_d192_k3_eval,iter2_multistep_eval,False,29,12,30,0.2861111111111111,0.38109648781792216,1.2508220826192489,0.5305555555555556,0.5833333333333334
all,pd_d192_k3_eval,pd_d192_k10_eval,False,0,12,30,0.3194444444444445,0.42225487160378106,0.944241309445029,0.0,0.0
all,pd_d192_k3_eval,pd_d192_k10_eval,False,1,12,30,0.35833333333333334,0.40840136585898806,0.9351816520306889,0.027777777777777776,0.030555555555555555
all,pd_d192_k3_eval,pd_d192_k10_eval,False,2,12,30,0.3277777777777778,0.36172864056424975,1.0083417054039818,0.09722222222222222,0.10833333333333334
all,pd_d192_k3_eval,pd_d192_k10_eval,False,4,12,30,0.20555555555555557,0.22270197912954182,1.1604243262941105,0.15555555555555556,0.23611111111111113
all,pd_d192_k3_eval,pd_d192_k10_eval,False,9,12,30,0.24444444444444444,0.31393733052031003,1.105374842188999,0.23055555555555554,0.25
all,pd_d192_k3_eval,pd_d192_k10_eval,False,19,12,30,0.19166666666666665,0.19229229094134648,1.271717438478258,0.39166666666666666,0.49444444444444446
all,pd_d192_k3_eval,pd_d192_k10_eval,False,29,12,30,0.14444444444444446,0.10849006784023997,1.461054953496129,0.5277777777777778,0.5833333333333334
all,iter2_multistep_eval,pd_d192_k3_eval,False,0,12,30,0.3416666666666666,0.5248295101108212,0.9223401295669386,0.0,0.0
all,iter2_multistep_eval,pd_d192_k3_eval,False,1,12,30,0.3444444444444445,0.42227478927434836,0.9421855468060093,0.022222222222222223,0.022222222222222223
all,iter2_multistep_eval,pd_d192_k3_eval,False,2,12,30,0.2833333333333333,0.3748127274973663,1.0739542768404793,0.09722222222222222,0.10833333333333334
all,iter2_multistep_eval,pd_d192_k3_eval,False,4,12,30,0.20833333333333337,0.16102749456086368,1.2436936252934663,0.15555555555555556,0.24166666666666667
all,iter2_multistep_eval,pd_d192_k3_eval,False,9,12,30,0.1888888888888889,0.14026657035220447,1.233342121577863,0.24444444444444444,0.3333333333333333
all,iter2_multistep_eval,pd_d192_k3_eval,False,19,12,30,0.16666666666666666,0.05617654124135462,1.3013323742312768,0.30277777777777776,0.4166666666666667
all,iter2_multistep_eval,pd_d192_k3_eval,False,29,12,30,0.19444444444444445,0.2630959559014435,1.2174585355088887,0.3666666666666667,0.5
all,iter2_multistep_eval,iter2_multistep_eval,True,0,12,30,0.4944444444444444,0.5795974309546478,0.7995116759558719,0.0,0.0
all,iter2_multistep_eval,iter2_multistep_eval,True,1,12,30,0.4055555555555556,0.4306379619990843,0.9046589126669741,0.022222222222222223,0.022222222222222223
all,iter2_multistep_eval,iter2_multistep_eval,True,2,12,30,0.27777777777777773,0.3332722077368573,1.0477626181893362,0.09722222222222222,0.10833333333333334
all,iter2_multistep_eval,iter2_multistep_eval,True,4,12,30,0.19166666666666668,0.15804079494087442,1.2127631319018308,0.16944444444444443,0.24166666666666667
all,iter2_multistep_eval,iter2_multistep_eval,True,9,12,30,0.17500000000000002,0.21151567240812638,1.1552704731854797,0.26666666666666666,0.3333333333333333
all,iter2_multistep_eval,iter2_multistep_eval,True,19,12,30,0.13611111111111113,0.08932065123338236,1.2146908589165124,0.3194444444444444,0.4166666666666667
all,iter2_multistep_eval,iter2_multistep_eval,True,29,12,30,0.06388888888888888,0.05356733022100585,1.2298452574944914,0.39166666666666666,0.5
all,iter2_multistep_eval,pd_d192_k10_eval,False,0,12,30,0.3194444444444445,0.42225487160378106,0.944241309445029,0.0,0.0
all,iter2_multistep_eval,pd_d192_k10_eval,False,1,12,30,0.37777777777777777,0.3788479688937912,0.9842763476389743,0.019444444444444445,0.022222222222222223
all,iter2_multistep_eval,pd_d192_k10_eval,False,2,12,30,0.3166666666666667,0.41488720754035086,1.0603296162899836,0.08888888888888889,0.10833333333333334
all,iter2_multistep_eval,pd_d192_k10_eval,False,4,12,30,0.2583333333333333,0.2477157288070689,1.1728204447371942,0.13333333333333333,0.24166666666666667
all,iter2_multistep_eval,pd_d192_k10_eval,False,9,12,30,0.2722222222222222,0.3349198369275696,1.065170645877054,0.2555555555555556,0.3333333333333333
all,iter2_multistep_eval,pd_d192_k10_eval,False,19,12,30,0.16944444444444443,0.24825086039830982,1.2163513079718087,0.31111111111111117,0.4166666666666667
all,iter2_multistep_eval,pd_d192_k10_eval,False,29,12,30,0.20833333333333334,0.19369424587777637,1.362649278364067,0.42777777777777776,0.5
all,pd_d192_k10_eval,pd_d192_k3_eval,False,0,12,30,0.3416666666666666,0.5248295101108212,0.9223401295669386,0.0,0.0
all,pd_d192_k10_eval,pd_d192_k3_eval,False,1,12,30,0.36944444444444446,0.4407582173300599,0.9354014757230981,0.022222222222222223,0.022222222222222223
all,pd_d192_k10_eval,pd_d192_k3_eval,False,2,12,30,0.21944444444444441,0.25710583399618064,1.1158996046606606,0.10000000000000002,0.10555555555555557
all,pd_d192_k10_eval,pd_d192_k3_eval,False,4,12,30,0.2027777777777778,0.22155825569409568,1.1833912958964128,0.12222222222222223,0.17222222222222225
all,pd_d192_k10_eval,pd_d192_k3_eval,False,9,12,30,0.22222222222222224,0.14801268971034706,1.2442447803429195,0.18055555555555558,0.26944444444444443
all,pd_d192_k10_eval,pd_d192_k3_eval,False,19,12,30,0.19166666666666665,0.24291087161819047,1.2741167567445202,0.24444444444444446,0.2638888888888889
all,pd_d192_k10_eval,pd_d192_k3_eval,False,29,12,30,0.15833333333333333,0.2505377085902471,1.2807977232652334,0.24722222222222223,0.2611111111111111
all,pd_d192_k10_eval,iter2_multistep_eval,False,0,12,30,0.4944444444444444,0.5795974309546478,0.7995116759558719,0.0,0.0
all,pd_d192_k10_eval,iter2_multistep_eval,False,1,12,30,0.48055555555555557,0.555261795836357,0.8230457759157197,0.022222222222222223,0.022222222222222223
all,pd_d192_k10_eval,iter2_multistep_eval,False,2,12,30,0.31388888888888883,0.37417403311550096,1.0473046181850048,0.08888888888888889,0.10555555555555557
all,pd_d192_k10_eval,iter2_multistep_eval,False,4,12,30,0.2722222222222222,0.34631921716026026,1.0572075811051662,0.12777777777777777,0.17222222222222225
all,pd_d192_k10_eval,iter2_multistep_eval,False,9,12,30,0.25277777777777777,0.20369373257393275,1.1457788088350336,0.20833333333333334,0.26944444444444443
all,pd_d192_k10_eval,iter2_multistep_eval,False,19,12,30,0.2027777777777778,0.22925020806507826,1.2160875516287166,0.25,0.2638888888888889
all,pd_d192_k10_eval,iter2_multistep_eval,False,29,12,30,0.13055555555555556,0.09625360147753198,1.3956156313706105,0.24722222222222223,0.2611111111111111
all,pd_d192_k10_eval,pd_d192_k10_eval,True,0,12,30,0.3194444444444445,0.42225487160378106,0.944241309445029,0.0,0.0
all,pd_d192_k10_eval,pd_d192_k10_eval,True,1,12,30,0.3333333333333333,0.34134158413131704,0.9816916491467172,0.019444444444444445,0.022222222222222223
all,pd_d192_k10_eval,pd_d192_k10_eval,True,2,12,30,0.22777777777777777,0.25960376151975256,1.070964468572913,0.10000000000000002,0.10555555555555557
all,pd_d192_k10_eval,pd_d192_k10_eval,True,4,12,30,0.15555555555555556,0.1575077449023814,1.1568411167473918,0.13055555555555556,0.17222222222222225
all,pd_d192_k10_eval,pd_d192_k10_eval,True,9,12,30,0.1638888888888889,0.21975312726253007,1.0915635420840653,0.20277777777777775,0.26944444444444443
all,pd_d192_k10_eval,pd_d192_k10_eval,True,19,12,30,0.06944444444444445,-0.04761650223966035,1.2968406021595114,0.2388888888888889,0.2638888888888889
all,pd_d192_k10_eval,pd_d192_k10_eval,True,29,12,30,0.075,0.07426977437908959,1.2045759535941019,0.25,0.2611111111111111
dev,pd_d192_k3_eval,pd_d192_k3_eval,True,0,6,30,0.23888888888888893,0.4266658446306466,1.0314263884868993,0.0,0.0
dev,pd_d192_k3_eval,pd_d192_k3_eval,True,1,6,30,0.22777777777777783,0.2904697349656035,1.0899982469297977,0.0,0.0
dev,pd_d192_k3_eval,pd_d192_k3_eval,True,2,6,30,0.15555555555555553,0.16319211464064234,1.1349562211048836,0.03888888888888889,0.044444444444444446
